United States,kona,0,0,0,2010,kona pacific farmers cooperative,Arabica,nan,nan,25,45.3592,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,0.0,86.25,Unknown
Brazil,sul de minas - carmo de minas,12,12,12,2010,jacques pereira carneiro,Arabica,Yellow Bourbon,nan,300,60.0,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,0.08,86.17,Unknown
Brazil,sul de minas - carmo de minas,12,12,12,2010,jacques pereira carneiro,Arabica,Yellow Bourbon,nan,300,60.0,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,0.01,86.17,Unknown
Ethiopia,sidamo,0,0,0,2010,ethiopia commodity exchange,Arabica,nan,nan,360,6.0,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,0.0,85.08,Unknown
Ethiopia,sidamo,0,0,0,2010,ethiopia commodity exchange,Arabica,nan,nan,300,6.0,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,0.1,83.83,Unknown
United States,kona,0,0,0,2010,kona pacific farmers cooperative,Arabica,nan,nan,12,60.0,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,0.01,83.42,Unknown
Indonesia,dolok sanggul,1300,1400,1350,2010,specialty coffee association of indonesia,Arabica,nan,nan,10,60.0,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,0.0,83.08,Unknown
Ethiopia,kelem welega,0,0,0,2010,ethiopia commodity exchange,Arabica,nan,nan,360,6.0,7.25,7.25,7.25,7.33,7.5,8.0,9.33,10.0,0.1,80.33,Unknown
Ethiopia,limu,0,0,0,2010,ethiopia commodity exchange,Arabica,nan,nan,300,6.0,7.42,7.42,7.5,7.92,7.75,7.58,8.67,8.67,0.05,80.0,Unknown
Haiti,marmelade,640,1400,1020,2010,myriam kaplan-pasternak,Arabica,nan,nan,85,58.96696,6.92,6.75,7.08,7.17,7.33,6.67,10.0,8.67,0.08,72.33,Unknown
Brazil,south of minas,1250,1250,1250,2011,nucoffee,Arabica,Bourbon,Natural / Dry,3,60.0,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,0.12,86.92,Green
Brazil,vale da grama,1300,1300,1300,2011,nucoffee,Arabica,Bourbon,Natural / Dry,29,60.0,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,0.12,86.42,Green
Brazil,south of minas,1250,1250,1250,2011,nucoffee,Arabica,Bourbon,Semi-washed / Semi-pulped,7,60.0,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,0.11,86.08,Blue-Green
Brazil,south of minas,1250,1250,1250,2011,nucoffee,Arabica,Bourbon,Semi-washed / Semi-pulped,5,60.0,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,0.11,85.42,Blue-Green
Brazil,south of minas,1200,1200,1200,2011,nucoffee,Arabica,Bourbon,Natural / Dry,4,60.0,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,0.11,84.92,Green
Brazil,south of minas,1000,1000,1000,2011,nucoffee,Arabica,Catuai,Natural / Dry,10,60.0,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,0.12,84.92,Green
Brazil,vale da grama,1300,1300,1300,2011,nucoffee,Arabica,Bourbon,Semi-washed / Semi-pulped,37,60.0,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,0.12,84.58,Green
Brazil,mountains of minas gerais,1100,1100,1100,2011,nucoffee,Arabica,Catuai,Semi-washed / Semi-pulped,35,60.0,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,0.11,84.58,Blue-Green
Brazil,vale da grama,1200,1350,1275,2011,nucoffee,Arabica,Yellow Bourbon,nan,75,60.0,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,0.0,84.33,Unknown
Brazil,south of minas,900,1200,1050,2011,nucoffee,Arabica,nan,nan,80,60.0,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,0.02,84.33,Unknown
Thailand,nan,0,0,0,2011,doi tung development project,Arabica,nan,nan,1,60.0,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,0.06,84.0,Unknown
Thailand,"doi chaang village, chiang rai, thialand",1499,1499,1499,2011,doi chaang coffee company,Arabica,nan,nan,175,50.0,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,0.02,83.83,Unknown
Thailand,nan,0,0,0,2011,doi tung development project,Arabica,nan,nan,1,60.0,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,0.01,83.83,Unknown
Brazil,south of minas,1000,1000,1000,2011,nucoffee,Arabica,Mundo Novo,Semi-washed / Semi-pulped,25,60.0,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,0.12,83.17,Blue-Green
Brazil,south of minas,900,900,900,2011,nucoffee,Arabica,nan,nan,90,60.0,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,0.02,83.17,Unknown
Colombia,la plata,1600,1950,1775,2011,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,121,1.0,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,0.12,83.0,Bluish-Green
Thailand,nan,0,0,0,2011,doi tung development project,Arabica,nan,nan,1,60.0,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,0.28,83.0,Unknown
Brazil,south of minas,900,1050,975,2011,nucoffee,Arabica,Mundo Novo,nan,42,60.0,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,0.0,82.58,Unknown
Colombia,huila,1750,1750,1750,2011,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,0.0,82.42,Green
Brazil,cerrado,900,950,925,2011,nucoffee,Arabica,Mundo Novo,nan,58,60.0,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,0.02,81.83,Unknown
Colombia,huila,1750,1750,1750,2011,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,0.0,81.75,Green
Thailand,"doi chaang village, chiang rai, thialand",1499,1499,1499,2011,doi chaang coffee company,Arabica,nan,nan,12,50.0,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,0.01,81.58,Unknown
Thailand,nan,0,0,0,2011,doi tung development project,Arabica,nan,nan,1,60.0,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,0.2,81.58,Unknown
Colombia,huila,1750,1750,1750,2011,exportadora de cafe condor s.a,Arabica,Caturra,Natural / Dry,250,70.0,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,0.11,81.42,Green
United States,kona,0,0,0,2011,kona pacific farmers cooperative,Arabica,Arusha,Natural / Dry,3,0.907184,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,0.13,80.75,Bluish-Green
Indonesia,indonesia,3500,3500,3500,2011,william ho,Arabica,Other,Natural / Dry,15,2.0,7.33,7.0,6.5,6.08,7.58,6.33,9.33,9.33,0.12,76.17,None
Peru,nan,0,0,0,2012,hugo valdivia,Arabica,Other,Washed / Wet,100,69.0,8.42,8.5,8.33,8.5,8.25,8.25,10.0,10.0,0.11,88.75,Bluish-Green
Mexico,xalapa,1320,1320,1320,2012,roberto licona franco,Arabica,Other,Washed / Wet,14,1.0,8.17,8.25,8.17,8.0,7.83,8.17,10.0,10.0,0.13,87.17,Green
"Tanzania, United Republic Of",nan,0,0,0,2012,specialty coffee-korea,Arabica,nan,Natural / Dry,100,60.0,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,0.11,86.5,Bluish-Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,10,45.3592,8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,0.0,86.25,Unknown
Thailand,chiang rai,1300,1300,1300,2012,itdp international,Arabica,Caturra,Washed / Wet,53,1.0,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,0.1,86.17,Green
Uganda,"sipi, mt elgon",1400,1900,1650,2012,afca,Arabica,Other,Washed / Wet,1,60.0,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,0.1,86.0,Blue-Green
Guatemala,acatenango,1524,1524,1524,2012,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,150,1.0,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,0.12,85.83,Green
Guatemala,nuevo oriente,1417,1417,1417,2012,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,275,1.0,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,0.1,85.83,Bluish-Green
Papua New Guinea,eastern highlands province,1700,1700,1700,2012,"colbran coffeelands, ltd.",Arabica,nan,Washed / Wet,7,60.0,8.33,8.42,7.83,8.33,8.0,8.25,9.33,10.0,0.12,85.75,Bluish-Green
El Salvador,"ataco, apaneca - ilamatepec mountain range",1300,1400,1350,2012,lusso lab,Arabica,Bourbon,Semi-washed / Semi-pulped,19,1.0,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,0.11,85.58,None
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,8,45.3592,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,0.0,85.58,Unknown
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,8,45.3592,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,0.0,85.42,Unknown
Kenya,central kenya,1600,1600,1600,2012,rashid moledina & co. (msa) ltd.,Arabica,SL34,Washed / Wet,20,60.0,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,0.0,85.33,Green
Kenya,central kenya,1200,1200,1200,2012,ibero kenya limited,Arabica,SL34,Washed / Wet,300,60.0,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,0.0,85.33,Green
Indonesia,lintong,1250,1400,1325,2012,"nomura trading co., ltd.",Arabica,Sumatra Lintong,Semi-washed / Semi-pulped,54,60.0,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,0.11,85.17,Green
Guatemala,huehuetenango,1400,1400,1400,2012,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.0,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,0.0,85.17,Unknown
Colombia,cundinamarca,2136,2136,2136,2012,carcafe ltda ci,Arabica,Caturra,Natural / Dry,250,70.0,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,0.11,85.08,Green
Kenya,central kenya,1580,1580,1580,2012,rashid moledina & co. (msa) ltd.,Arabica,SL34,Washed / Wet,38,60.0,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,0.0,85.0,Green
Brazil,grama valley,1100,1100,1100,2012,nucoffee,Arabica,Mundo Novo,Natural / Dry,31,60.0,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,0.12,85.0,Green
Colombia,huila,1600,1950,1775,2012,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,50,70.0,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,0.11,84.92,Green
Mexico,coatepec,1200,1200,1200,2012,artemio zapata tejeda,Arabica,Typica,Semi-washed / Semi-pulped,25,1.0,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,0.11,84.92,Unknown
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,14,45.3592,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,0.0,84.83,Unknown
Costa Rica,nan,0,0,0,2012,rob tuttle,Arabica,nan,Washed / Wet,1,2.0,8.08,7.83,7.75,7.83,7.92,8.0,10.0,9.33,0.0,84.67,Green
Kenya,nyeri,2000,2000,2000,2012,dream together,Arabica,SL28,Washed / Wet,235,60.0,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,0.11,84.67,Bluish-Green
Guatemala,oriente,1310,1310,1310,2012,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,1.0,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,0.11,84.67,Green
Guatemala,acatenango,1524,1524,1524,2012,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,125,1.0,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,0.12,84.67,Green
Mexico,el remudadero,1200,1200,1200,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Washed / Wet,80,1.0,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,0.13,84.67,Unknown
Uganda,mbale,1700,1850,1775,2012,afca,Arabica,Other,Washed / Wet,320,60.0,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,0.11,84.67,Blue-Green
Colombia,huila,1750,1750,1750,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,0.0,84.58,Green
Costa Rica,tres rios,1450,1700,1575,2012,lusso lab,Arabica,Bourbon,Semi-washed / Semi-pulped,1,1.0,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,0.12,84.58,Bluish-Green
Colombia,huila,1800,1800,1800,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,0.11,84.58,Green
Kenya,nyeri,2000,2000,2000,2012,dream together,Arabica,SL28,Washed / Wet,235,60.0,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,0.11,84.5,Blue-Green
Mexico,hustusco,1350,1350,1350,2012,maria imelda uscanga martinez,Arabica,Typica,Washed / Wet,56,1.0,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,0.12,84.5,Green
Mexico,jaltenango,1500,1500,1500,2012,alfredo bojalil,Arabica,Typica,Washed / Wet,250,1.0,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,0.11,84.5,Unknown
Guatemala,"el tumbador, san marcos",0,0,0,2012,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69.0,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,0.11,84.5,Green
Taiwan,"mountain ali, taiwan",1200,1200,1200,2012,kao ming lee,Arabica,Typica,Washed / Wet,2,2.0,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,0.11,84.42,Blue-Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,5,45.3592,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,0.11,84.42,Blue-Green
Mexico,tapachula,900,900,900,2012,maria amalia guadalupe toriello elorza,Arabica,Pacamara,Washed / Wet,69,1.0,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,0.12,84.42,Unknown
Mexico,tuxtla gutierrez,1700,1700,1700,2012,victor hugo melchor cordova,Arabica,Typica,Washed / Wet,100,80.0,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,0.12,84.33,Blue-Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,7,45.3592,7.33,7.92,7.92,7.92,7.92,8.08,10.0,9.33,0.11,84.25,Bluish-Green
Mexico,veracruz,1170,1170,1170,2012,manuel herrera juarez,Arabica,Bourbon,Washed / Wet,20,1.0,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,0.12,84.25,Green
Mexico,"la concordia, chiapas",1400,1400,1400,2012,alfredo bojalil,Arabica,Bourbon,Washed / Wet,250,1.0,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,0.1,84.25,Bluish-Green
Uganda,kasese,1700,1700,1700,2012,afca,Arabica,Other,Natural / Dry,1,60.0,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,0.13,84.25,Green
Colombia,huila,1750,1750,1750,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,0.0,84.17,Green
Guatemala,guatemala,0,0,0,2012,juan luis alvarado romero,Arabica,Catuai,Natural / Dry,275,1.0,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,0.11,84.17,Bluish-Green
Uganda,mt. rwenzori,1500,1700,1600,2012,afca,Arabica,Other,Washed / Wet,320,60.0,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,0.11,84.17,Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,14,45.3592,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,0.11,84.08,Green
Mexico,santo domingo cacalotepec,1480,1480,1480,2012,andres martinez leon,Arabica,Typica,Washed / Wet,300,1.0,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,0.11,84.08,Green
Ethiopia,"ethiopia, sidamo",1800,1800,1800,2012,steven kil,Arabica,Other,Natural / Dry,100,60.0,7.92,7.92,7.83,8.0,7.92,7.92,10.0,8.67,0.09,84.08,Unknown
Kenya,blend,1200,1200,1200,2012,ibero kenya limited,Arabica,SL34,Washed / Wet,300,60.0,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,0.0,84.0,Green
Thailand,thailand,0,0,0,2012,doi tung development project,Arabica,Other,Washed / Wet,2,1.0,7.92,8.17,8.17,8.42,8.08,8.17,8.67,9.33,0.12,84.0,Green
Kenya,central kenya,1650,1650,1650,2012,taylor winch (coffee) ltd.,Arabica,SL28,Washed / Wet,150,9000.0,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,0.0,84.0,Bluish-Green
Uganda,kasese,1700,1700,1700,2012,afca,Arabica,Other,Washed / Wet,320,60.0,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,0.1,84.0,Green
Mexico,xicotepec de juarez,900,900,900,2012,oscar ortega carballo,Arabica,Typica,Washed / Wet,48,1.0,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,0.12,83.92,Blue-Green
Mexico,la concordia,1500,1500,1500,2012,alfredo bojalil,Arabica,Typica,Washed / Wet,250,1.0,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,0.11,83.92,Unknown
Mexico,la yerbabuena,1400,1400,1400,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Washed / Wet,20,1.0,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,0.0,83.92,Green
Mexico,petatlan,1218,1218,1218,2012,filemon mendoza campos,Arabica,Bourbon,Natural / Dry,20,1.0,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,0.1,83.83,Green
