Mauritania,2005,56,33,0,40,32,275,-1,1339,868,44,3,193
Solomon Islands,2005,-1,-1,-1,0,-1,3,-1,382,221,-1,-1,-1
Turks and Caicos Islands,2005,21,5,0,28,3,34,-1,-1,15770,-1,-1,-1
Saint Lucia,2005,515,44,18,116,32,832,-1,17566,16479,-1,-1,-1
Soviet Union (former),2005,3668,42,14,28,8,2899,-1,-1,-1,-1,-1,169
Cyprus,2005,134,-1,-1,32,-1,196,-1,9656,10976,-1,-1,-1
Mongolia,2005,41,41,-1,48,-1,323,-1,5956,5290,72,-1,25
France,2005,2016,115,45,10397,91,4496,5035,1309842,1125352,-1,-1,-1
Rwanda,2005,123,5,-1,40,-1,276,-1,1639,1380,51,183,19
Slovakia,2005,362,32,5,88,32,965,-1,25220,22687,-1,-1,-1
Somalia,2005,3238,92,5,82,35,5829,-1,328,89,75,10405,88
Peru,2005,7904,903,304,1203,916,15676,15205,216147,192201,92,-1,59
Laos,2005,5261,237,4,55,8,1242,-1,2336,2141,12,8517,19
Nauru,2005,-1,-1,-1,-1,-1,-1,-1,64,50,-1,-1,-1
Seychelles,2005,8,-1,-1,6,-1,16,-1,289,237,-1,-1,-1
Norway,2005,136,5,3,4201,5,423,472,163298,153800,-1,-1,-1
Cote d'Ivoire,2005,324,22,6,139,28,930,-1,2381,1668,94,5,111
Cook Islands,2005,-1,-1,-1,-1,-1,-1,-1,-1,523,-1,-1,-1
Benin,2005,56,9,-1,46,-1,193,-1,1932,1336,-1,-1,-1
Korea,2005,-1,-1,-1,-1,-1,-1,26002,-1,-1,-1,-1,-1
Western Sahara,2005,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1
Cuba,2005,11227,4285,44,9043,686,36261,20651,13443,14139,71,6360,21
Not Specified,2005,-1,-1,-1,-1,-1,-1,39299,-1,-1,-1,-1,-1
Montenegro,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Togo,2005,291,12,4,58,23,1523,-1,1779,1390,204,72,102
China,2005,31708,2890,147,4947,1105,69933,64887,505479,285928,2235,13,3014
Armenia,2005,1737,82,32,126,88,2591,-1,5245,4905,163,86,268
Other Caribbean,2005,-1,-1,-1,-1,-1,-1,12090,-1,-1,-1,-1,-1
Congo (Kinshas),2005,-1,-1,-1,-1,-1,-1,-1,192,177,-1,-1,-1
Dominican Republic,2005,20831,4586,2308,1556,902,27503,27365,254113,253343,0,-1,-1
Other Central America,2005,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
Ukraine,2005,9343,154,47,361,121,22745,-1,41802,37124,62,2889,69
Bahrain,2005,57,-1,-1,6,-1,140,-1,3593,5899,0,-1,-1
Tonga,2005,246,33,34,65,7,309,-1,3642,2705,-1,-1,-1
Finland,2005,431,-1,0,354,8,574,549,113782,99786,-1,-1,-1
Libya,2005,173,5,-1,24,-1,223,-1,757,659,0,-1,-1
Indonesia,2005,1234,153,17,446,358,3924,-1,78127,68218,99,6,375
Central African Republic,2005,10,3,-1,-1,-1,24,-1,387,379,17,0,18
Mauritius,2005,46,-1,-1,74,-1,99,-1,2054,1531,-1,-1,-1
Sweden,2005,980,23,13,1161,21,1517,1792,345712,319711,-1,-1,-1
Vietnam,2005,32926,421,11,598,16,32784,30832,26815,24666,8,2009,8
British Virgin Islands,2005,38,-1,-1,18,-1,41,-1,-1,-1,-1,-1,-1
Mali,2005,85,44,4,54,30,277,-1,2646,2002,25,-1,18
Russia,2005,8297,195,54,551,135,18055,20641,139519,127987,236,5982,251
Bulgaria,2005,2906,75,15,218,67,5635,5451,36407,31795,43,-1,77
"Virgin Islands, U.S.",2005,-1,-1,-1,-1,-1,-1,-1,-1,750,-1,-1,-1
United States,2005,29,-1,-1,-1,-1,183,-1,-1,934668,-1,-1,-1
Romania,2005,4602,232,27,490,106,7103,6431,65123,56895,16,-1,18
Angola,2005,86,10,0,73,13,188,-1,4807,4445,5,21,6
Portugal,2005,2403,145,78,1768,45,1125,1084,103473,78150,-1,-1,-1
South Africa,2005,1495,138,23,369,50,4536,4425,120522,108742,11,-1,5
Tokelau,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fiji,2005,1503,29,18,168,56,1422,-1,9878,7481,23,-1,35
Liechtenstein,2005,-1,-1,-1,-1,-1,-1,-1,1203,1403,-1,-1,-1
Qatar,2005,66,-1,-1,7,-1,174,-1,2351,4932,-1,-1,-1
Malaysia,2005,1221,51,13,203,76,2632,-1,73537,56474,6,-1,-1
Austria,2005,307,12,-1,348,-1,532,3002,156511,135780,-1,-1,-1
Mozambique,2005,50,-1,-1,-1,-1,54,-1,1048,1210,-1,-1,-1
Uganda,2005,340,17,5,48,19,858,-1,5493,4630,48,10,53
Hungary,2005,720,50,12,239,98,1567,1567,47441,44153,-1,-1,-1
Niger,2005,48,19,8,46,26,126,-1,4487,4014,10,-1,-1
Isle of Man,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bosnia-Herzegovina,2005,8921,67,14,67,9,14074,-1,7278,5668,25,61,8
Brazil,2005,4583,32103,1431,2627,5666,16662,16329,636119,602819,28,-1,24
San Marino,2005,-1,-1,-1,-1,-1,-1,-1,538,546,-1,-1,-1
Falkland Islands,2005,-1,-1,-1,-1,-1,-1,-1,-1,85,-1,-1,-1
Faroe Islands,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kuwait,2005,846,16,5,37,8,1152,-1,15112,19713,-1,0,-1
Panama,2005,1643,131,122,260,65,1815,1869,93344,104940,-1,-1,-1
Guyana,2005,5543,293,255,536,141,9317,8771,27734,19636,-1,-1,30
Costa Rica,2005,1161,1321,82,611,594,2278,2479,160273,171157,-1,-1,-1
Luxembourg,2005,7,-1,-1,25,-1,35,-1,9240,13919,-1,-1,-1
American Samoa,2005,294,-1,-1,-1,-1,15,-1,-1,1618,-1,-1,-1
Bahamas,2005,343,122,120,480,33,698,-1,284825,294744,-1,-1,-1
Gibraltar,2005,-1,-1,-1,-1,-1,-1,-1,-1,1732,-1,-1,-1
Ireland,2005,1995,53,13,2189,59,2088,2083,469878,411657,-1,-1,-1
Palau,2005,18,5,6,18,0,8,-1,14140,14508,-1,-1,-1
Nigeria,2005,6894,375,232,634,248,10597,-1,64697,52546,33,11,33
Other Oceania,2005,-1,-1,-1,-1,-1,-1,1885,-1,-1,-1,-1,-1
Ecuador,2005,7091,2048,393,582,1097,11608,11528,161243,161010,7,-1,11
Czech Republic,2005,102,50,-1,165,-1,476,-1,45671,43257,-1,-1,-1
Brunei,2005,13,-1,-1,-1,-1,49,-1,773,982,-1,-1,-1
Belarus,2005,1549,28,6,35,19,3503,-1,9252,8165,112,445,89
Iran,2005,11031,166,17,655,35,13887,7306,9576,6442,147,1856,143
Algeria,2005,722,39,9,136,30,1115,-1,4406,2980,6,-1,23
El Salvador,2005,12174,42885,2827,1427,5478,21359,20891,189340,188672,184,-1,65
Tuvalu,2005,-1,-1,-1,0,-1,-1,-1,222,184,-1,-1,-1
Pitcairn Islands,2005,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1
Saint Pierre and Miquelon,2005,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,-1
Marshall Islands,2005,4,5,-1,7,-1,32,-1,7403,5383,-1,-1,-1
"Congo, Republic",2005,193,18,3,117,27,1064,-1,-1,-1,60,43,76
Chile,2005,1183,156,61,337,164,2404,2354,134593,134524,-1,-1,-1
Puerto Rico,2005,-1,-1,-1,-1,-1,-1,-1,-1,4560,-1,-1,-1
Belgium,2005,247,15,7,400,12,859,1031,220043,224056,-1,-1,-1
Thailand,2005,4314,134,31,249,44,5505,-1,84699,83686,-1,-1,-1
Haiti,2005,9740,999,591,1059,613,14524,13491,85458,76092,2282,8,653
Iraq,2005,3273,164,8,206,16,4077,-1,2999,2146,192,198,94
Hong Kong,2005,4479,31,7,392,13,3705,5004,-1,146132,-1,-1,-1
Sierra Leone,2005,1043,63,16,53,44,2731,-1,2257,1070,44,829,82
Georgia,2005,443,45,18,35,17,1389,-1,4266,3941,37,11,64
Gambia,2005,189,79,16,41,45,581,-1,2749,2352,29,0,30
Poland,2005,9801,348,135,851,314,15351,14836,182712,172801,-1,-1,-1
Saint Kitts-Nevis,2005,331,20,21,56,3,342,-1,16497,14726,-1,-1,-1
Moldova,2005,927,20,4,51,8,3506,-1,4233,3550,16,1016,6
Morocco,2005,2628,278,35,543,73,4411,4165,18721,15697,6,-1,4
Croatia,2005,1348,13,4,70,7,1780,-1,22413,18832,-1,39,-1
French Polynesia,2005,22,-1,-1,12,-1,19,-1,-1,13758,-1,-1,-1
Guinea-Bissau,2005,10,-1,-1,-1,-1,26,-1,103,39,-1,-1,-1
Kiribati,2005,-1,-1,-1,16,-1,4,-1,820,1198,-1,-1,-1
Switzerland,2005,541,10,5,1566,12,1092,1465,271021,300497,-1,-1,-1
Grenada,2005,649,23,27,83,11,840,-1,11212,9667,-1,-1,-1
Other Africa,2005,-1,-1,-1,-1,-1,-1,50587,-1,-1,-1,-1,-1
"Korea, North",2005,-1,-1,-1,-1,-1,-1,-1,60,18,-1,0,-1
Belize,2005,704,149,118,198,101,876,901,24730,26400,-1,-1,-1
Chad,2005,19,0,-1,48,-1,31,-1,478,456,13,0,10
Estonia,2005,104,23,4,24,18,438,-1,10113,9721,10,17,6
Uruguay,2005,475,128,23,137,134,1154,1110,40228,39281,-1,-1,-1
Mexico,2005,77089,1093340,70779,92760,98252,161445,157992,4774169,4766919,85,-1,34
Lebanon,2005,3288,125,38,380,111,4282,-1,23202,17357,25,-1,23
"Korea, South",2005,19223,604,113,2459,288,26562,-1,876563,767671,-1,-1,-1
"Virgin Islands, British",2005,-1,-1,-1,-1,-1,-1,-1,-1,36957,-1,-1,-1
Uzbekistan,2005,1588,130,8,59,48,2887,-1,6535,6019,74,271,95
Iceland,2005,82,3,-1,629,-1,135,-1,41878,38578,-1,-1,-1
Djibouti,2005,17,-1,-1,9,-1,50,-1,213,187,0,-1,-1
Bermuda,2005,58,4,0,88,0,116,-1,-1,24146,-1,-1,-1
Dominica,2005,543,44,17,49,11,198,-1,6401,7683,-1,-1,-1
Colombia,2005,11396,1545,1367,1311,1227,25566,24705,412271,368464,2214,323,1151
Reunion,2005,-1,-1,-1,-1,-1,-1,-1,-1,310,-1,-1,-1
Burundi,2005,56,-1,-1,23,-1,186,-1,861,687,17,214,11
Taiwan,2005,8295,51,18,500,50,9196,9389,340759,348405,-1,-1,-1
Nicaragua,2005,5080,4272,356,452,936,3305,3196,50371,51471,8,-1,16
Barbados,2005,778,67,55,144,10,846,-1,58826,63380,-1,-1,-1
Madagascar,2005,29,-1,-1,24,-1,60,-1,1015,992,0,-1,-1
Italy,2005,2511,104,73,6866,71,3066,3179,810141,659849,-1,-1,-1
Curacao,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bhutan,2005,6,-1,-1,-1,-1,30,-1,451,391,-1,0,-1
Sudan,2005,1551,81,4,72,13,5231,-1,1534,853,59,2205,55
Nepal,2005,417,33,8,90,30,3158,-1,11690,9843,237,0,85
Malta,2005,67,-1,-1,36,-1,74,-1,6391,6381,-1,-1,-1
Comoros,2005,-1,-1,-1,-1,-1,6,-1,106,92,-1,-1,-1
Maldives,2005,-1,-1,-1,-1,-1,6,-1,291,278,-1,-1,-1
Antigua-Barbuda,2005,371,30,26,59,8,440,-1,22401,24785,-1,-1,-1
Suriname,2005,125,8,6,6,18,300,287,6025,6815,-1,-1,-1
Cayman Islands,2005,8,-1,-1,37,-1,37,-1,-1,66414,-1,-1,-1
Anguilla,2005,27,-1,-1,9,-1,35,-1,-1,5700,-1,-1,-1
Other Europe,2005,-1,-1,-1,-1,-1,-1,38918,-1,-1,-1,-1,-1
Holy See,2005,-1,-1,-1,-1,-1,-1,-1,141,59,-1,-1,-1
Israel,2005,2436,322,84,975,200,5755,6963,339459,320020,7,-1,17
Venezuela,2005,2659,301,144,702,254,10645,10870,396845,402591,952,-1,153
Czechoslovakia,2005,490,12,10,96,97,784,2182,-1,-1,-1,-1,-1
All other countries,2005,37,44,11,64,41,50,-1,-1,-1,84,38,122
Papua New Guinea,2005,10,-1,-1,6,-1,44,-1,681,901,-1,-1,-1
Malawi,2005,60,7,4,7,6,131,-1,1744,1601,-1,-1,-1
Trinidad and Tobago,2005,4832,448,307,711,148,6568,-1,151940,148013,-1,-1,-1
Zimbabwe,2005,260,32,5,90,29,923,-1,7832,5675,203,-1,58
Germany,2005,3811,159,79,3761,90,9264,12864,1711433,1590648,-1,-1,-1
Vanuatu,2005,-1,-1,-1,0,-1,-1,-1,154,313,-1,-1,-1
Denmark,2005,154,8,6,1473,8,718,714,212501,191121,-1,-1,-1
Senegal,2005,401,66,22,138,69,913,-1,8235,6227,9,-1,26
Kazakhstan,2005,726,14,3,33,15,2223,-1,8044,7297,10,80,13
Philippines,2005,36673,600,357,1636,398,60746,57654,271541,234547,12,-1,26
Eritrea,2005,692,88,-1,53,-1,796,-1,1518,1051,141,327,68
Kyrgyzstan,2005,217,12,-1,12,-1,656,-1,1462,1320,13,38,12
Mayotte,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Montserrat,2005,78,4,-1,-1,-1,50,-1,-1,888,-1,-1,-1
New Caledonia,2005,-1,-1,-1,-1,-1,5,-1,-1,1763,-1,-1,-1
Macedonia,2005,651,44,-1,47,-1,1070,-1,5233,4314,-1,-1,21
Paraguay,2005,202,18,11,59,46,516,523,14161,14932,-1,-1,-1
Latvia,2005,348,14,7,44,21,768,-1,11888,11291,-1,25,4
South Sudan,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Japan,2005,2154,41,12,3184,34,8768,9929,4400400,4280788,-1,-1,-1
Syria,2005,2252,113,15,133,44,2831,3350,6379,4704,19,7,11
Other Asia,2005,-1,-1,-1,-1,-1,-1,80643,-1,-1,-1,-1,-1
Guadeloupe,2005,-1,-1,-1,-1,-1,-1,-1,-1,9247,-1,-1,-1
Sint Maarten,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Burma,2005,1360,9,5,96,7,2095,-1,1816,1178,98,1447,166
Honduras,2005,3953,55756,2704,853,12868,7012,6825,111009,112179,16,0,67
Equatorial Guinea,2005,4,-1,-1,-1,-1,10,-1,179,184,-1,25,-1
Egypt,2005,4061,291,47,401,186,7905,10296,34659,29644,143,0,194
Singapore,2005,338,13,12,246,18,1204,-1,105463,126714,-1,-1,-1
Serbia,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1
Botswana,2005,9,-1,-1,8,-1,54,-1,2102,2912,-1,-1,-1
United Kingdom,2005,8087,297,218,11804,213,19800,21956,5087129,4815801,-1,-1,-1
Christmas Island,2005,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1
Yugoslavia,2005,-1,-1,-1,-1,-1,-1,19249,-1,-1,-1,-1,-1
Tunisia,2005,226,85,12,224,27,495,-1,5448,4634,-1,-1,-1
Greece,2005,1075,29,24,267,26,1070,1473,66727,58821,-1,-1,8
Sri Lanka,2005,927,46,4,483,81,1894,-1,14668,10785,16,0,74
French Guiana,2005,-1,-1,-1,-1,-1,-1,-1,-1,280,-1,-1,-1
Zambia,2005,159,22,6,51,10,499,-1,3788,3576,13,-1,-1
Canada,2006,9607,1200,423,41757,990,18207,23913,247828,565825,-1,-1,9
East Timor,2006,-1,-1,-1,-1,-1,-1,-1,11,17,-1,-1,-1
Sao Tome and Principe,2006,-1,-1,-1,-1,-1,6,-1,56,77,-1,-1,-1
Guernsey,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Turkmenistan,2006,75,6,-1,6,-1,248,-1,659,577,26,-1,23
Other South America,2006,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1
Serbia and Montenegro,2006,5555,176,29,159,76,5891,-1,5884,3202,30,-1,179
Unknown,2006,880,676,8,1005,69,2734,-1,146610,642293,41,0,87
Lithuania,2006,964,47,15,84,48,1885,-1,12781,11101,-1,-1,18
Cambodia,2006,4778,124,11,39,16,5773,-1,4132,4038,13,9,20
Ethiopia,2006,5397,346,48,152,57,16152,13390,9096,7242,444,1271,345
Aruba,2006,44,-1,-1,-1,-1,51,-1,-1,25213,-1,-1,-1
Swaziland,2006,10,-1,-1,10,-1,11,-1,452,499,-1,-1,-1
Argentina,2006,2695,293,88,411,369,7327,7239,275778,254371,-1,-1,9
Bolivia,2006,1630,310,61,272,291,4025,4000,31341,29061,-1,-1,-1
Cameroon,2006,771,79,11,176,49,2919,-1,8558,5783,245,29,357
Burkina Faso,2006,51,13,3,57,14,221,-1,2507,2081,13,-1,13
Ghana,2006,4760,251,69,296,118,9367,-1,20677,15157,5,-1,6
Saudi Arabia,2006,511,130,4,118,19,1542,-1,31733,35717,7,-1,13
Saint Helena,2006,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1
Cape Verde,2006,1126,57,30,29,7,1780,-1,2362,1590,-1,-1,-1
Northern Mariana Islands,2006,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1
Slovenia,2006,61,3,-1,32,-1,115,-1,15443,14096,-1,-1,-1
Guatemala,2006,6551,25144,3850,1470,16677,24133,23674,199623,205563,474,-1,161
Guinea,2006,194,64,18,123,60,1110,-1,4495,3124,95,-1,356
Jordan,2006,2634,338,75,333,115,4038,5512,24540,18857,17,0,27
Saint Barthelemy,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cocos (Keeling) Island,2006,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1
Spain,2006,1465,32,25,567,34,1971,2387,543757,479682,-1,-1,-1
Liberia,2006,2193,137,39,56,25,6887,3736,1299,1095,71,2346,59
Netherlands,2006,33,4,47,23,42,100,1928,646025,48999,-1,-1,-1
Jamaica,2006,18953,1350,1234,1490,428,24976,24538,269980,255243,7,-1,-1
Oman,2006,23,-1,-1,6,-1,155,-1,2281,4253,-1,-1,-1
Tanzania,2006,490,49,5,53,15,949,-1,5231,4980,4,-1,17
Martinique,2006,-1,-1,-1,-1,-1,-1,-1,-1,5613,-1,-1,-1
Bonaire,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gabon,2006,23,4,-1,28,0,85,-1,1560,1631,-1,-1,-1
Niue,2006,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,0
Monaco,2006,-1,-1,-1,-1,-1,-1,-1,857,5682,-1,-1,-1
Wallis and Futuna,2006,-1,-1,-1,-1,-1,-1,-1,-1,173,-1,-1,-1
New Zealand,2006,440,19,11,381,21,1100,1344,238215,211267,-1,-1,-1
Yemen,2006,989,64,16,92,31,4308,-1,2112,1792,7,11,10
Jersey,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Pakistan,2006,10411,721,94,1341,473,17418,-1,53462,39190,93,20,178
Albania,2006,3964,350,32,142,220,7914,-1,8118,5975,43,-1,497
Samoa,2006,201,21,3,63,4,283,-1,2061,1558,-1,-1,-1
"Micronesia, Federated States",2006,41,24,23,36,7,12,-1,18458,12065,-1,-1,-1
Macau,2006,163,-1,-1,3,-1,189,-1,-1,3169,-1,-1,-1
Norfolk Island,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Australia,2006,1240,28,20,719,34,3249,3770,750504,694222,-1,-1,-1
Guam,2006,-1,-1,-1,-1,-1,-1,-1,-1,9844,-1,-1,-1
Kosovo,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
India,2006,47542,769,150,2907,898,61369,58072,761257,571608,52,-1,450
Azerbaijan,2006,997,13,-1,10,-1,2371,-1,3142,3016,28,77,27
Namibia,2006,17,-1,-1,-1,-1,56,-1,1365,1444,-1,-1,-1
Other America,2006,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1
Lesotho,2006,7,-1,-1,-1,-1,18,-1,403,374,-1,-1,-1
Congo (Brazzaville),2006,-1,-1,-1,-1,-1,-1,-1,3017,2024,-1,-1,-1
Saint Vincent and the Grenadines,2006,624,16,14,96,7,756,-1,14276,9781,-1,-1,-1
United Arab Emirates,2006,277,35,0,21,10,1006,-1,7592,34055,0,-1,-1
Kenya,2006,1636,176,36,175,61,8779,-1,19607,17101,84,5,60
Tajikistan,2006,147,13,0,0,-1,239,-1,896,834,0,-1,4
Greenland,2006,-1,-1,-1,-1,-1,-1,-1,-1,565,-1,-1,-1
Turkey,2006,2742,250,25,391,133,4941,6433,121157,103673,9,-1,34
Afghanistan,2006,2018,53,12,179,8,3417,-1,2020,1415,9,651,25
Bangladesh,2006,6683,190,22,319,129,14644,-1,14224,10441,36,-1,113
Andorra,2006,-1,-1,-1,-1,-1,-1,-1,858,1390,-1,-1,-1
Mauritania,2006,106,46,3,22,43,720,-1,1211,762,17,88,219
Solomon Islands,2006,-1,-1,-1,-1,-1,5,-1,319,217,-1,-1,-1
Turks and Caicos Islands,2006,30,-1,0,36,0,52,-1,-1,20289,-1,-1,-1
Saint Lucia,2006,623,45,13,85,22,1212,-1,18797,17446,-1,-1,-1
Soviet Union (former),2006,3831,96,5,31,3,6229,-1,-1,-1,-1,-1,188
Cyprus,2006,140,-1,-1,28,-1,180,-1,8942,10327,-1,-1,-1
Mongolia,2006,60,44,4,95,44,497,-1,7004,6049,56,-1,39
France,2006,2506,75,35,3532,89,4357,4945,1192209,1002087,-1,-1,-1
Rwanda,2006,178,4,-1,47,-1,502,-1,1959,1660,65,112,24
Slovakia,2006,479,15,5,94,30,1111,-1,27403,24403,-1,-1,-1
Somalia,2006,4242,122,5,85,34,9462,-1,223,58,58,10357,116
Peru,2006,10063,1020,314,1200,1024,21718,21300,199288,173953,59,-1,88
Laos,2006,4114,199,-1,50,-1,2892,-1,2696,2503,13,830,11
Nauru,2006,-1,-1,-1,-1,-1,-1,-1,83,70,-1,-1,-1
Seychelles,2006,22,-1,-1,4,-1,15,-1,285,221,-1,-1,-1
Norway,2006,145,7,5,219,10,481,532,173365,162861,-1,-1,-1
Cote d'Ivoire,2006,491,62,8,111,33,2067,-1,3290,2432,73,23,159
