"Utility.Number","Utility.Name","Utility.State","Utility.Type","Demand.Summer Peak","Demand.Winter Peak","Sources.Generation","Sources.Purchased","Sources.Other","Sources.Total","Uses.Retail","Uses.Resale","Uses.No Charge","Uses.Consumed","Uses.Losses","Uses.Total","Revenues.Retail","Revenue.Delivery","Revenue.Resale","Revenue.Adjustments","Revenue.Transmission","Revenue.Other","Revenue.Total","Retail.Residential.Revenue","Retail.Residential.Sales","Retail.Residential.Customers","Retail.Commercial.Revenue","Retail.Commercial.Sales","Retail.Commercial.Customers","Retail.Industrial.Revenue","Retail.Industrial.Sales","Retail.Industrial.Customers","Retail.Transportation.Revenue","Retail.Transportation.Sales","Retail.Transportation.Customers","Retail.Total.Revenue","Retail.Total.Sales","Retail.Total.Customers"
"13480","New Prague Utilities Comm","MN","Municipal","14.4","11.1","34.0","67891.0","0.0","67925.0","65673.0","0.0","0.0","0.0","2252.0","67925.0","6874.0","0.0","0.0","0.0","0.0","0.0","6874.0","2258.0","17481.0","2257.0","639.0","5305.0","248.0","3977.0","42887.0","70.0","0.0","0.0","0.0","6874.0","65673.0","2575.0"
"13481","City of New Richmond","WI","Municipal","20.0","15.5","0.0","96056.0","0.0","96056.0","93890.0","0.0","0.0","0.0","2166.0","96056.0","9893.6","0.0","0.0","0.0","0.0","49.3","9942.9","3789.0","33113.0","3930.0","6104.6","60777.0","663.0","0.0","0.0","0.0","0.0","0.0","0.0","9893.6","93890.0","4593.0"
"13482","New River Light & Power Co","NC","State","39.8","44.5","0.0","209536.0","0.0","209536.0","205098.0","0.0","260.0","0.0","4178.0","209536.0","17532.5","0.0","0.0","0.0","0.0","0.0","17532.5","5396.0","54907.0","6379.0","12136.5","150191.0","1737.0","0.0","0.0","0.0","0.0","0.0","0.0","17532.5","205098.0","8116.0"
"13485","New Smyrna Beach City of","FL","Municipal","97.0","77.0","-106.0","436089.0","0.0","435983.0","406223.0","40.0","0.0","0.0","29720.0","435983.0","42633.0","0.0","1.0","0.0","0.0","0.0","42634.0","28025.0","268265.0","24229.0","5860.0","54892.0","3279.0","8748.0","83066.0","136.0","0.0","0.0","0.0","42633.0","406223.0","27644.0"
"13488","New Ulm Public Utilities Comm","MN","Municipal","45.9","29.1","2901.0","207114.0","0.0","210015.0","197065.0","780.0","1774.0","653.0","9743.0","210015.0","22409.0","0.0","12.0","0.0","0.0","1283.0","23704.0","6142.0","44473.0","6168.0","8471.0","72939.0","1124.0","7796.0","79653.0","9.0","0.0","0.0","0.0","22409.0","197065.0","7301.0"
"13511","New York State Elec & Gas Corp","NY","Investor Owned","2814.6","2957.7","202894.0","8427737.0","0.0","8630631.0","6808780.0","1269639.0","0.0","33419.0","518793.0","8630631.0","779219.2","288598.0","38064.0","0.0","46237.4","116080.6","1268199.2","706859.7000000001","6566227.0","771528.0","303517.9","5769266.0","120333.0","56158.899999999994","2976526.0","1922.0","1280.6999999999998","51502.0","2.0","1067817.2","15363521.0","893785.0"
"13519","City of Newark - (DE)","DE","Municipal","88.4","61.3","301.0","445869.0","0.0","446170.0","413594.0","0.0","268.0","6347.0","25961.0","446170.0","52181.0","0.0","0.0","0.0","0.0","787.0","52968.0","14592.0","92952.0","11328.0","10475.0","73267.0","1436.0","27114.0","247375.0","59.0","0.0","0.0","0.0","52181.0","413594.0","12823.0"
"13520","New-Mac Electric Coop, Inc","MO","Cooperative","82.8","89.4","0.0","391757.0","0.0","391757.0","371430.0","0.0","0.0","500.0","19827.0","391757.0","40424.0","0.0","0.0","0.0","0.0","463.0","40887.0","30867.0","255325.0","17417.0","5146.0","46539.0","148.0","4411.0","69566.0","4.0","0.0","0.0","0.0","40424.0","371430.0","17569.0"
"13523","City of Newberry - (SC)","SC","Municipal","44.3","33.7","0.0","218226.0","0.0","218226.0","207330.0","0.0","0.0","0.0","10896.0","218226.0","25973.2","0.0","0.0","0.0","0.0","301.4","26274.6","6550.2","43988.0","4070.0","9389.8","67646.0","882.0","10033.2","95696.0","13.0","0.0","0.0","0.0","25973.2","207330.0","4965.0"
"13524","Newberry Electric Coop, Inc","SC","Cooperative","67.0","68.0","0.0","312995.0","0.0","312995.0","298388.0","0.0","0.0","1072.0","13535.0","312995.0","34195.0","0.0","0.0","0.0","0.0","925.0","35120.0","21061.0","154615.0","12185.0","3716.0","28966.0","712.0","9418.0","114807.0","19.0","0.0","0.0","0.0","34195.0","298388.0","12916.0"
"13547","Newnan Wtr, Sewer & Light Comm","GA","Municipal","66.3","94.6","0.0","322693.0","0.0","322693.0","313410.0","0.0","0.0","0.0","9283.0","322693.0","34213.0","0.0","0.0","0.0","0.0","0.0","34213.0","10449.0","85447.0","8245.0","19063.0","195366.0","1777.0","4701.0","32597.0","1.0","0.0","0.0","0.0","34213.0","313410.0","10023.0"
"13550","City of Newport","TN","Municipal","101.6","123.1","0.0","567292.0","0.0","567292.0","538662.0","0.0","0.0","0.0","28630.0","567292.0","50207.0","0.0","0.0","0.0","0.0","1757.4","51964.4","25883.0","237049.0","18356.0","14150.0","131301.0","3285.0","10174.0","170312.0","7.0","0.0","0.0","0.0","50207.0","538662.0","21648.0"
"13561","City of Newton - (NC)","NC","Municipal","29.9","25.5","0.0","145983.0","0.0","145983.0","137936.0","0.0","0.0","0.0","8047.0","145983.0","14279.1","0.0","0.0","0.0","0.0","0.0","14279.1","5883.3","45821.0","3994.0","4641.1","46896.0","488.0","3754.7","45219.0","60.0","0.0","0.0","0.0","14279.1","137936.0","4542.0"
"13570","Ninnescah Rural E C A Inc","KS","Cooperative","38.0","19.0","0.0","96034.0","0.0","96034.0","89981.0","0.0","0.0","282.0","5771.0","96034.0","12190.0","0.0","0.0","0.0","0.0","29.0","12219.0","3719.0","23503.0","2767.0","6348.0","45333.0","1341.0","2123.0","21145.0","3.0","0.0","0.0","0.0","12190.0","89981.0","4111.0"
"13573","Niagara Mohawk Power Corp.","NY","Investor Owned","6166.0","5595.0","0.0","14055961.0","0.0","14055961.0","13184751.0","5906.0","0.0","15960.0","849344.0","14055961.0","1509604.6","644661.6","556.7","124881.7","211023.6","-44034.6","2446693.6","1311283.0999999999","11247290.0","1493697.0","675281.5","12488301.0","174304.0","167648.1","9958018.0","1592.0","53.5","5427.0","1.0","2154266.2","33699036.0","1669594.0"
"13577","City of Nicholasville - (KY)","KY","Municipal","37.1","38.0","0.0","198436.0","0.0","198436.0","185834.0","0.0","5737.0","0.0","6865.0","198436.0","15361.0","0.0","0.0","0.0","0.0","456.8","15817.8","6587.0","77468.0","6178.0","2735.0","27291.0","507.0","6039.0","81075.0","9.0","0.0","0.0","0.0","15361.0","185834.0","6694.0"
"13602","City of Niles - (OH)","OH","Municipal","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13604","City of Niles - (MI)","MI","Municipal","26.0","19.5","0.0","125314.0","0.0","125314.0","119309.0","0.0","0.0","0.0","6005.0","125314.0","13099.0","0.0","0.0","0.0","0.0","536.0","13635.0","5547.4","47380.0","5992.0","4818.1","40162.0","1015.0","2733.5","31767.0","19.0","0.0","0.0","0.0","13099.0","119309.0","7026.0"
"13610","Niobrara Valley El Member Corp","NE","Cooperative","48.4","18.7","0.0","140957.0","0.0","140957.0","128831.0","0.0","153.0","0.0","11973.0","140957.0","14705.0","0.0","0.0","0.0","0.0","78.5","14783.5","6451.1","57529.0","4854.0","128.9","1022.0","75.0","8125.0","70280.0","1226.0","0.0","0.0","0.0","14705.0","128831.0","6155.0"
"13640","Northern Virginia Elec Coop","VA","Cooperative","1004.0","875.0","0.0","4706854.0","0.0","4706854.0","4545135.0","0.0","0.0","4963.0","156756.0","4706854.0","452138.0","0.0","0.0","0.0","0.0","5026.0","457164.0","258271.0","2169552.0","154523.0","110636.0","972893.0","12816.0","83231.0","1402690.0","130.0","0.0","0.0","0.0","452138.0","4545135.0","167469.0"
"13642","Nome Joint Utility Systems","AK","Municipal","4.0","5.2","31685.0","0.0","0.0","31685.0","29010.0","0.0","0.0","0.0","2675.0","31685.0","9221.0","0.0","0.0","0.0","0.0","0.0","9221.0","3007.0","8462.0","1735.0","6214.0","20548.0","468.0","0.0","0.0","0.0","0.0","0.0","0.0","9221.0","29010.0","2203.0"
"13646","City of Norcross- (GA)","GA","Municipal","23.2","14.7","0.0","116022.0","2580.0","118602.0","112856.0","0.0","682.0","0.0","5064.0","118602.0","12813.0","0.0","0.0","0.0","0.0","0.0","12813.0","5766.0","50785.0","4267.0","7047.0","62071.0","809.0","0.0","0.0","0.0","0.0","0.0","0.0","12813.0","112856.0","5076.0"
"13647","Noble County R E M C","IN","Cooperative","42.0","38.5","0.0","221219.0","0.0","221219.0","211712.0","0.0","0.0","0.0","9507.0","221219.0","24344.9","0.0","0.0","0.0","0.0","169.9","24514.8","16087.9","129118.0","10598.0","2285.9","19537.0","514.0","5971.1","63057.0","135.0","0.0","0.0","0.0","24344.9","211712.0","11247.0"
"13651","Nolin Rural Electric Coop Corp","KY","Cooperative","153.0","202.4","0.0","760402.0","0.0","760402.0","734885.0","0.0","979.0","0.0","24538.0","760402.0","68816.0","0.0","0.0","0.0","0.0","0.0","68816.0","49832.0","466860.0","34197.0","9925.0","105023.0","1987.0","9059.0","163002.0","2.0","0.0","0.0","0.0","68816.0","734885.0","36186.0"
"13664","Norris Public Power District","NE","Political Subdivision","204.9","183.0","0.0","1029977.0","2225.0","1032202.0","926426.0","68987.0","0.0","0.0","36789.0","1032202.0","78868.0","0.0","4931.0","0.0","0.0","931.0","84730.0","30033.0","303866.0","16185.0","9578.0","85875.0","5252.0","39257.0","536685.0","2693.0","0.0","0.0","0.0","78868.0","926426.0","24130.0"
"13669","North Alabama Electric Coop","AL","Cooperative","79.1","89.9","0.0","383450.0","0.0","383450.0","360943.0","0.0","0.0","516.0","21991.0","383450.0","38042.0","0.0","0.0","0.0","0.0","992.1","39034.1","21056.0","183702.0","13001.0","11929.0","91641.0","5192.0","5057.0","85600.0","3.0","0.0","0.0","0.0","38042.0","360943.0","18196.0"
"13675","Nishnabotna Valley R E C","IA","Cooperative","26.9","33.2","0.0","181413.0","0.0","181413.0","176607.0","0.0","0.0","240.0","4566.0","181413.0","17352.7","0.0","0.0","0.0","0.0","29.6","17382.3","8035.8","59189.0","3506.0","1758.3","16975.0","189.0","7558.6","100443.0","4.0","0.0","0.0","0.0","17352.7","176607.0","3699.0"
"13676","North Arkansas Elec Coop, Inc","AR","Cooperative","139.0","173.3","0.0","614274.0","0.0","614274.0","571407.0","0.0","1158.0","0.0","41709.0","614274.0","62879.7","0.0","0.0","0.0","0.0","1279.0","64158.7","44793.2","370592.0","33910.0","10496.1","100894.0","2733.0","7590.4","99921.0","8.0","0.0","0.0","0.0","62879.7","571407.0","36651.0"
"13679","Town of North Attleborough - (MA)","MA","Municipal","52.7","44.5","0.0","227786.0","0.0","227786.0","218788.0","0.0","0.0","8998.0","0.0","227786.0","33407.0","0.0","0.0","-2950.0","0.0","31.0","30488.0","16858.0","106150.0","12052.0","4999.0","34110.0","1153.0","11550.0","78528.0","128.0","0.0","0.0","0.0","33407.0","218788.0","13333.0"
"13684","Nobles Cooperative Electric","MN","Cooperative","30.2","30.6","6894.0","199661.0","0.0","206555.0","195368.0","2237.0","0.0","262.0","8688.0","206555.0","20375.1","0.0","216.5","0.0","0.0","385.4","20977.0","10822.6","91812.0","5863.0","9522.699999999999","103277.0","896.0","29.8","279.0","1.0","0.0","0.0","0.0","20375.1","195368.0","6760.0"
"13690","North Central MO Elec Coop Inc","MO","Cooperative","39.8","33.6","0.0","189911.0","0.0","189911.0","161190.0","23380.0","0.0","182.0","5159.0","189911.0","14647.0","0.0","1606.0","0.0","0.0","67.0","16320.0","6103.0","47612.0","4397.0","8544.0","113578.0","395.0","0.0","0.0","0.0","0.0","0.0","0.0","14647.0","161190.0","4792.0"
"13693","North Central Elec Coop, Inc","OH","Cooperative","36.6","38.1","0.0","204136.0","0.0","204136.0","193677.0","0.0","0.0","0.0","10459.0","204136.0","24006.0","0.0","0.0","0.0","0.0","247.0","24253.0","15579.0","119047.0","8434.0","4119.0","29439.0","1199.0","4308.0","45191.0","18.0","0.0","0.0","0.0","24006.0","193677.0","9651.0"
"13694","North Central Elec Coop, Inc","ND","Cooperative","23.2","55.6","0.0","247088.0","0.0","247088.0","227728.0","0.0","0.0","934.0","18426.0","247088.0","23980.4","0.0","0.0","0.0","0.0","0.0","23980.4","12053.2","126706.0","6062.0","11087.8","90916.0","1667.0","839.4","10106.0","4.0","0.0","0.0","0.0","23980.4","227728.0","7733.0"
"13697","North Central Power Co Inc","WI","Investor Owned","7.3","6.7","6.0","37151.0","0.0","37157.0","33700.0","0.0","0.0","187.0","3270.0","37157.0","4510.6","0.0","0.0","0.0","0.0","28.1","4538.7","3301.1","23084.0","4629.0","903.1","7191.0","445.0","306.4","3425.0","5.0","0.0","0.0","0.0","4510.6","33700.0","5079.0"
"13698","North Central Public Pwr Dist","NE","Political Subdivision","62.8","18.7","0.0","133010.0","0.0","133010.0","121252.0","0.0","0.0","319.0","11439.0","133010.0","14731.1","0.0","0.0","0.0","0.0","174.0","14905.1","4806.6","41018.0","3450.0","3240.4","31372.0","1139.0","6684.1","48862.0","1148.0","0.0","0.0","0.0","14731.1","121252.0","5737.0"
"13700","North Itasca Electric Coop Inc","MN","Cooperative","8.2","9.7","0.0","55741.0","0.0","55741.0","49857.0","0.0","0.0","673.0","5211.0","55741.0","8240.0","0.0","0.0","0.0","0.0","191.0","8431.0","7057.0","38076.0","5082.0","1183.0","11781.0","335.0","0.0","0.0","0.0","0.0","0.0","0.0","8240.0","49857.0","5417.0"
"13704","North Western Elec Coop, Inc","OH","Cooperative","24.4","24.2","0.0","124933.0","0.0","124933.0","116984.0","0.0","0.0","0.0","7949.0","124933.0","14312.0","0.0","0.0","0.0","0.0","150.0","14462.0","9907.0","76309.0","5333.0","2524.0","20886.0","568.0","1881.0","19789.0","5.0","0.0","0.0","0.0","14312.0","116984.0","5906.0"
"13716","North Georgia Elec Member Corp","GA","Cooperative","491.9","598.7","0.0","2405658.0","0.0","2405658.0","2306810.0","0.0","0.0","1309.0","97539.0","2405658.0","228717.0","0.0","0.0","0.0","0.0","7766.7","236483.7","143551.0","1329205.0","84967.0","61746.0","593829.0","14727.0","23420.0","383776.0","37.0","0.0","0.0","0.0","228717.0","2306810.0","99732.0"
"13718","City of North Little Rock - (AR)","AR","Municipal","229.2","132.5","108491.0","813868.0","0.0","922359.0","882590.0","0.0","0.0","0.0","39769.0","922359.0","90095.0","0.0","0.0","0.0","0.0","0.0","90095.0","39744.0","352121.0","33476.0","28509.0","272978.0","4970.0","21804.0","257180.0","132.0","38.0","311.0","1.0","90095.0","882590.0","38579.0"
"13725","City of North Platte","NE","Municipal","66.0","55.0","0.0","312880.0","0.0","312880.0","298021.0","0.0","3081.0","430.0","11348.0","312880.0","27504.0","0.0","0.0","0.0","0.0","490.0","27994.0","12045.0","117804.0","11354.0","13380.0","142948.0","2072.0","2079.0","37269.0","4.0","0.0","0.0","0.0","27504.0","298021.0","13430.0"
"13726","North Shore Towers Apts Inc","NY","Cooperative","4.1","3.1","22479.0","0.0","0.0","22479.0","7331.0","0.0","0.0","15148.0","0.0","22479.0","2010.0","0.0","0.0","0.0","0.0","0.0","2010.0","1899.0","6630.0","1840.0","111.0","701.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","2010.0","7331.0","1860.0"
"13730","City of North St Paul - (MN)","MN","Municipal","19.0","12.0","0.0","73077.0","0.0","73077.0","68238.0","0.0","1166.0","0.0","3673.0","73077.0","9273.1","0.0","0.0","0.0","0.0","378.7","9651.8","5689.1","38553.0","5759.0","3584.0","29685.0","744.0","0.0","0.0","0.0","0.0","0.0","0.0","9273.1","68238.0","6503.0"
"13731","North Star Electric Coop, Inc","MN","Cooperative","14.9","30.8","0.0","112629.0","0.0","112629.0","105527.0","0.0","656.0","0.0","6446.0","112629.0","14534.6","0.0","0.0","0.0","0.0","178.5","14713.1","10277.9","70747.0","5881.0","4256.7","34780.0","632.0","0.0","0.0","0.0","0.0","0.0","0.0","14534.6","105527.0","6513.0"
"13734","Northeast Oklahoma Electric Coop, Inc","OK","Cooperative","163.0","188.0","0.0","639131.0","0.0","639131.0","602527.0","0.0","1977.0","0.0","34627.0","639131.0","68996.0","0.0","0.0","0.0","0.0","4423.0","73419.0","52518.0","439524.0","35487.0","13799.0","126668.0","3596.0","2679.0","36335.0","12.0","0.0","0.0","0.0","68996.0","602527.0","39095.0"
"13735","Northcentral Mississippi E P A","MS","Cooperative","254.5","157.5","0.0","1043308.0","0.0","1043308.0","1002089.0","0.0","0.0","1847.0","39373.0","1043308.0","98946.0","0.0","0.0","0.0","0.0","1104.8","100050.8","43324.0","416746.0","25458.0","46042.0","432945.0","5509.0","9580.0","152398.0","9.0","0.0","0.0","0.0","98946.0","1002089.0","30976.0"
"13739","Northeast Power","NE","Political Subdivision","48.0","52.0","0.0","304972.0","0.0","304972.0","281358.0","6065.0","0.0","0.0","17549.0","304972.0","25234.0","0.0","507.0","0.0","0.0","377.0","26118.0","11936.0","115314.0","6738.0","10343.0","144609.0","941.0","2955.0","21435.0","683.0","0.0","0.0","0.0","25234.0","281358.0","8362.0"
"13750","Northern Electric Coop, Inc","SD","Cooperative","44.2","61.2","0.0","312287.0","0.0","312287.0","302790.0","0.0","0.0","455.0","9042.0","312287.0","28184.2","0.0","0.0","20.0","0.0","76.4","28280.6","13209.8","134596.0","5336.0","4777.8","49398.0","757.0","10196.6","118796.0","237.0","0.0","0.0","0.0","28184.2","302790.0","6330.0"
"13756","Northern Indiana Pub Serv Co","IN","Investor Owned","3481.0","2714.0","12018749.0","5518388.0","0.0","17537137.0","16693050.0","32514.0","0.0","0.0","811573.0","17537137.0","1696055.8","0.0","724.3","0.0","78855.4","15694.2","1791329.7","476871.1","3301699.0","409401.0","517367.4","3901604.0","56875.0","699568.0","9469711.0","2313.0","2249.3","20036.0","1.0","1696055.8","16693050.0","468590.0"
"13757","North Plains Electric Coop Inc","TX","Cooperative","102.4","41.7","0.0","346038.0","0.0","346038.0","323273.0","0.0","0.0","246.0","22519.0","346038.0","33879.0","0.0","0.0","0.0","0.0","1433.0","35312.0","4127.0","31966.0","3020.0","23992.0","218092.0","4045.0","5760.0","73215.0","18.0","0.0","0.0","0.0","33879.0","323273.0","7083.0"
"13758","Northern Lights, Inc","ID","Cooperative","39.3","83.0","26994.0","311162.0","0.0","338156.0","312477.0","0.0","0.0","1284.0","24395.0","338156.0","33579.0","0.0","0.0","182.0","0.0","0.0","33761.0","26733.0","235395.0","18854.0","5163.0","48545.0","1174.0","1683.0","28537.0","10.0","0.0","0.0","0.0","33579.0","312477.0","20038.0"
"13762","Northern Neck Elec Coop, Inc","VA","Cooperative","66.1","85.7","0.0","276526.0","0.0","276526.0","256839.0","0.0","0.0","0.0","19687.0","276526.0","33101.0","0.0","0.0","0.0","0.0","633.0","33734.0","28059.0","216959.0","16545.0","5042.0","39880.0","2448.0","0.0","0.0","0.0","0.0","0.0","0.0","33101.0","256839.0","18993.0"
"13780","Northern States Power Co - Wisconsin","MN","Investor Owned","1251.0","1139.0","1408854.0","5928421.0","0.0","7337275.0","6727740.0","0.0","0.0","6187.0","603348.0","7337275.0","711008.4","0.0","0.0","0.0","0.0","169932.6","880941.0","254144.0","1852971.0","216796.0","305827.6","2922980.0","40723.0","151036.8","1951789.0","122.0","0.0","0.0","0.0","711008.3999999999","6727740.0","257641.0"
"13781","Northern States Power Co - Minnesota","MN","Investor Owned","7371.0","5379.0","35236652.0","12842688.0","0.0","48079340.0","34065667.0","12583243.0","347.0","55703.0","1374380.0","48079340.0","3649503.3","0.0","453308.9","-22224.5","234505.5","120984.5","4436077.7","1329109.6","9899977.0","1302326.0","1627939.6","15312653.0","163516.0","690162.7999999999","8829071.0","551.0","2291.3","23966.0","1.0","3649503.3","34065667.0","1466394.0"
"13783","Northeast Louisiana Power Coop Inc.","LA","Cooperative","57.5","72.5","0.0","248192.0","0.0","248192.0","239007.0","0.0","0.0","27.0","9158.0","248192.0","23690.0","0.0","0.0","0.0","0.0","0.0","23690.0","16650.0","182089.0","11455.0","5973.0","50662.0","3111.0","1067.0","6256.0","2625.0","0.0","0.0","0.0","23690.0","239007.0","17191.0"
"13788","Northern Wasco County PUD","OR","Political Subdivision","94.1","106.7","75552.0","593322.0","0.0","668874.0","613114.0","41284.0","0.0","558.0","13918.0","668874.0","36625.0","0.0","911.0","0.0","131.0","158.0","37825.0","10305.0","153625.0","9377.0","1564.0","20820.0","460.0","24756.0","438669.0","225.0","0.0","0.0","0.0","36625.0","613114.0","10062.0"
"13789","Village of Northfield - (VT)","VT","Municipal","4.9","4.8","0.0","29611.0","-1068.0","28543.0","27600.0","0.0","0.0","0.0","943.0","28543.0","3713.0","0.0","0.0","0.0","0.0","12.0","3725.0","1360.6","9863.0","1604.0","630.4","4244.0","238.0","1722.0","13493.0","13.0","0.0","0.0","0.0","3713.0","27600.0","1855.0"
"13799","Prairie Land Electric Coop Inc","KS","Cooperative","141.7","98.7","0.0","624622.0","0.0","624622.0","479086.0","113234.0","0.0","12.0","32290.0","624622.0","55220.0","0.0","8643.0","0.0","0.0","1774.0","65637.0","16088.0","129656.0","13887.0","23054.0","188830.0","8555.0","16078.0","160600.0","2389.0","0.0","0.0","0.0","55220.0","479086.0","24831.0"
"13805","Northwest Rural Pub Pwr Dist","NE","Political Subdivision","28.6","10.8","0.0","83204.0","0.0","83204.0","75422.0","0.0","0.0","267.0","7515.0","83204.0","10371.0","0.0","0.0","0.0","0.0","89.0","10460.0","3407.0","24025.0","2087.0","753.0","4018.0","652.0","6211.0","47379.0","655.0","0.0","0.0","0.0","10371.0","75422.0","3394.0"
"13807","Northwestern Electric Coop Inc - (OK)","OK","Cooperative","67.9","67.9","0.0","339744.0","0.0","339744.0","322513.0","0.0","0.0","0.0","17231.0","339744.0","32606.0","0.0","0.0","0.0","0.0","172.0","32778.0","13530.0","95796.0","9576.0","12405.0","112476.0","2255.0","6671.0","114241.0","9.0","0.0","0.0","0.0","32606.0","322513.0","11840.0"
"13809","NorthWestern Energy - (SD)","SD","Investor Owned","334.0","304.0","1214237.0","1791893.0","0.0","3006130.0","1557326.0","1369501.0","0.0","7378.0","71925.0","3006130.0","154763.0","0.0","92375.0","0.0","79.0","8691.0","255908.0","60246.0","545647.0","50248.0","72237.0","694044.0","13029.0","22280.0","317635.0","60.0","0.0","0.0","0.0","154763.0","1557326.0","63337.0"
"13815","Northwestern Wisconsin Elec Co","WI","Investor Owned","34.9","31.8","21.0","185769.0","1307.0","187097.0","164158.0","4618.0","0.0","1106.0","17215.0","187097.0","19972.0","0.0","388.0","0.0","256.0","790.0","21406.0","10724.0","77061.0","10215.0","5656.0","48735.0","1548.0","3592.0","38362.0","25.0","0.0","0.0","0.0","19972.0","164158.0","11788.0"
"13825","Norwalk Third Taxing District","CT","Municipal","14.0","12.0","0.0","62683.0","0.0","62683.0","58876.0","0.0","0.0","0.0","3807.0","62683.0","10266.0","0.0","0.0","0.0","0.0","0.0","10266.0","4367.0","25824.0","2968.0","4665.0","26337.0","838.0","1234.0","6715.0","39.0","0.0","0.0","0.0","10266.0","58876.0","3845.0"
"13826","City of Norway","MI","Municipal","4.9","4.5","33986.0","451.0","0.0","34437.0","23572.0","8747.0","0.0","622.0","1496.0","34437.0","3376.0","0.0","214.0","200.0","0.0","127.0","3917.0","2082.0","13882.0","1840.0","1294.0","9690.0","250.0","0.0","0.0","0.0","0.0","0.0","0.0","3376.0","23572.0","2090.0"
"13830","Nueces Electric Coop, Inc","TX","Cooperative","183.0","175.0","0.0","1285799.0","0.0","1285799.0","1237743.0","0.0","0.0","1542.0","46514.0","1285799.0","99022.2","3953.7","0.0","0.0","0.0","0.0","102975.9","55651.2","526716.0","36124.0","12077.0","125746.0","5500.0","32288.0","585280.0","29.0","0.0","0.0","0.0","99022.2","1237743.0","41870.0"
"13831","City of Norwich - (CT)","CT","Municipal","60.5","50.9","8823.0","307550.0","0.0","316373.0","306459.0","0.0","0.0","0.0","9914.0","316373.0","52921.7","0.0","0.0","0.0","0.0","2738.2","55659.9","23017.1","119087.0","17613.0","25420.9","157282.0","2552.0","4483.7","30090.0","10.0","0.0","0.0","0.0","52921.7","306459.0","20175.0"
"13838","Northfork Electric Coop, Inc","OK","Cooperative","41.6","43.0","0.0","218818.0","0.0","218818.0","209424.0","0.0","0.0","367.0","9027.0","218818.0","20981.7","0.0","0.0","0.0","0.0","110.5","21092.2","8395.6","58067.0","5301.0","5316.8","35854.0","1205.0","7269.3","115503.0","136.0","0.0","0.0","0.0","20981.7","209424.0","6642.0"
"13839","City of Norwood - (MA)","MA","Municipal","75.0","51.8","0.0","329407.0","0.0","329407.0","315245.0","0.0","0.0","0.0","14162.0","329407.0","48035.0","0.0","0.0","0.0","0.0","0.0","48035.0","12674.0","86532.0","13601.0","18700.0","110577.0","2190.0","16661.0","118136.0","46.0","0.0","0.0","0.0","48035.0","315245.0","15837.0"
"13853","Oahe Electric Coop Inc","SD","Cooperative","20.1","21.1","0.0","101607.0","0.0","101607.0","87790.0","8627.0","0.0","0.0","5190.0","101607.0","8807.7","0.0","696.5","0.0","0.0","279.2","9783.4","4028.6","39936.0","2324.0","3022.8","30513.0","595.0","1756.3","17341.0","213.0","0.0","0.0","0.0","8807.7","87790.0","3132.0"
"13933","City of Oak Ridge","TN","Municipal","104.0","87.2","0.0","518349.0","0.0","518349.0","492388.0","0.0","0.0","0.0","25961.0","518349.0","53687.0","0.0","0.0","0.0","0.0","1921.3","55608.3","17021.0","151469.0","13950.0","35105.0","320443.0","2279.0","1561.0","20476.0","3.0","0.0","0.0","0.0","53687.0","492388.0","16232.0"
"13934","Ocmulgee Electric Member Corp","GA","Cooperative","52.9","50.7","0.0","193616.0","0.0","193616.0","180691.0","0.0","0.0","262.0","12663.0","193616.0","21345.0","0.0","0.0","0.0","0.0","681.0","22026.0","15392.0","122811.0","10893.0","3709.0","33905.0","697.0","2244.0","23975.0","567.0","0.0","0.0","0.0","21345.0","180691.0","12157.0"
"13936","Oakdale Electric Coop","WI","Cooperative","60.9","52.8","0.0","333691.0","0.0","333691.0","320929.0","0.0","0.0","531.0","12231.0","333691.0","36413.0","0.0","0.0","0.0","0.0","95.0","36508.0","20345.0","141581.0","15208.0","5640.0","51553.0","1595.0","10428.0","127795.0","37.0","0.0","0.0","0.0","36413.0","320929.0","16840.0"
"13949","City of Oberlin - (OH)","OH","Municipal","19.9","16.1","1017.0","105614.0","0.0","106631.0","94923.0","0.0","4380.0","869.0","6459.0","106631.0","9979.0","0.0","0.0","11.6","0.0","630.0","10620.6","2246.0","19707.0","2746.0","7733.0","75216.0","366.0","0.0","0.0","0.0","0.0","0.0","0.0","9979.0","94923.0","3112.0"
"13955","City of Ocala","FL","Municipal","290.6","256.1","0.0","1304041.0","0.0","1304041.0","1261772.0","0.0","0.0","0.0","42269.0","1304041.0","109361.8","0.0","0.0","29441.7","90.1","6349.2","145242.8","47592.1","509389.0","41678.0","18294.7","197532.0","10228.0","43475.0","554851.0","1047.0","0.0","0.0","0.0","109361.8","1261772.0","52953.0"
"13962","Oconee Electric Member Corp","GA","Cooperative","62.8","65.7","0.0","275303.0","0.0","275303.0","261580.0","0.0","0.0","318.0","13405.0","275303.0","28228.2","0.0","0.0","0.0","0.0","570.6","28798.8","17659.6","140821.0","10406.0","4404.0","33319.0","2192.0","6164.6","87440.0","10.0","0.0","0.0","0.0","28228.2","261580.0","12608.0"
