fips,name,state,State
1037,Coosa County,AL,Alabama
1039,Covington County,AL,Alabama
1041,Crenshaw County,AL,Alabama
1043,Cullman County,AL,Alabama
1045,Dale County,AL,Alabama
1047,Dallas County,AL,Alabama
1049,DeKalb County,AL,Alabama
1051,Elmore County,AL,Alabama
1053,Escambia County,AL,Alabama
1055,Etowah County,AL,Alabama
1057,Fayette County,AL,Alabama
1059,Franklin County,AL,Alabama
1061,Geneva County,AL,Alabama
1063,Greene County,AL,Alabama
1065,Hale County,AL,Alabama
1067,Henry County,AL,Alabama
1069,Houston County,AL,Alabama
1071,Jackson County,AL,Alabama
1073,Jefferson County,AL,Alabama
1075,Lamar County,AL,Alabama
1077,Lauderdale County,AL,Alabama
1079,Lawrence County,AL,Alabama
1081,Lee County,AL,Alabama
1083,Limestone County,AL,Alabama
1085,Lowndes County,AL,Alabama
1087,Macon County,AL,Alabama
1089,Madison County,AL,Alabama
1091,Marengo County,AL,Alabama
1093,Marion County,AL,Alabama
1095,Marshall County,AL,Alabama
1097,Mobile County,AL,Alabama
1099,Monroe County,AL,Alabama
1101,Montgomery County,AL,Alabama
1103,Morgan County,AL,Alabama
1105,Perry County,AL,Alabama
1107,Pickens County,AL,Alabama
1109,Pike County,AL,Alabama
1111,Randolph County,AL,Alabama
1113,Russell County,AL,Alabama
1115,St. Clair County,AL,Alabama
1117,Shelby County,AL,Alabama
1119,Sumter County,AL,Alabama
1121,Talladega County,AL,Alabama
1123,Tallapoosa County,AL,Alabama
1125,Tuscaloosa County,AL,Alabama
1127,Walker County,AL,Alabama
1129,Washington County,AL,Alabama
1131,Wilcox County,AL,Alabama
1133,Winston County,AL,Alabama
2013,Aleutians East Borough,AK,Alaska
2016,Aleutians West Census Area,AK,Alaska
2020,Anchorage Municipality,AK,Alaska
2050,Bethel Census Area,AK,Alaska
2060,Bristol Bay Borough,AK,Alaska
2068,Denali Borough,AK,Alaska
2070,Dillingham Census Area,AK,Alaska
2090,Fairbanks North Star Borough,AK,Alaska
2100,Haines Borough,AK,Alaska
2105,Hoonah-Angoon Census Area,AK,Alaska
2110,Juneau City and Borough,AK,Alaska
2122,Kenai Peninsula Borough,AK,Alaska
2130,Ketchikan Gateway Borough,AK,Alaska
2150,Kodiak Island Borough,AK,Alaska
2164,Lake and Peninsula Borough,AK,Alaska
2170,Matanuska-Susitna Borough,AK,Alaska
2180,Nome Census Area,AK,Alaska
2185,North Slope Borough,AK,Alaska
2188,Northwest Arctic Borough,AK,Alaska
2195,Petersburg Borough,AK,Alaska
2198,Prince of Wales-Hyder Census Area,AK,Alaska
2220,Sitka City and Borough,AK,Alaska
2230,Skagway Municipality,AK,Alaska
2240,Southeast Fairbanks Census Area,AK,Alaska
2261,Valdez-Cordova Census Area,AK,Alaska
2270,Wade Hampton Census Area,AK,Alaska
2275,Wrangell City and Borough,AK,Alaska
2282,Yakutat City and Borough,AK,Alaska
2290,Yukon-Koyukuk Census Area,AK,Alaska
4001,Apache County,AZ,Arizona
4003,Cochise County,AZ,Arizona
4005,Coconino County,AZ,Arizona
4007,Gila County,AZ,Arizona
4009,Graham County,AZ,Arizona
4011,Greenlee County,AZ,Arizona
4012,La Paz County,AZ,Arizona
4013,Maricopa County,AZ,Arizona
4015,Mohave County,AZ,Arizona
4017,Navajo County,AZ,Arizona
4019,Pima County,AZ,Arizona
4021,Pinal County,AZ,Arizona
4023,Santa Cruz County,AZ,Arizona
4025,Yavapai County,AZ,Arizona
4027,Yuma County,AZ,Arizona
5001,Arkansas County,AR,Arkansas
5003,Ashley County,AR,Arkansas
5005,Baxter County,AR,Arkansas
5007,Benton County,AR,Arkansas
5009,Boone County,AR,Arkansas
5011,Bradley County,AR,Arkansas
5013,Calhoun County,AR,Arkansas
5015,Carroll County,AR,Arkansas
5017,Chicot County,AR,Arkansas
5019,Clark County,AR,Arkansas
5021,Clay County,AR,Arkansas
5023,Cleburne County,AR,Arkansas
5025,Cleveland County,AR,Arkansas
5027,Columbia County,AR,Arkansas
5029,Conway County,AR,Arkansas
5031,Craighead County,AR,Arkansas
5033,Crawford County,AR,Arkansas
5035,Crittenden County,AR,Arkansas
5037,Cross County,AR,Arkansas
5039,Dallas County,AR,Arkansas
5041,Desha County,AR,Arkansas
5043,Drew County,AR,Arkansas
5045,Faulkner County,AR,Arkansas
5047,Franklin County,AR,Arkansas
5049,Fulton County,AR,Arkansas
5051,Garland County,AR,Arkansas
5053,Grant County,AR,Arkansas
5055,Greene County,AR,Arkansas
5057,Hempstead County,AR,Arkansas
5059,Hot Spring County,AR,Arkansas
5061,Howard County,AR,Arkansas
5063,Independence County,AR,Arkansas
5065,Izard County,AR,Arkansas
5067,Jackson County,AR,Arkansas
5069,Jefferson County,AR,Arkansas
5071,Johnson County,AR,Arkansas
5073,Lafayette County,AR,Arkansas
5075,Lawrence County,AR,Arkansas
5077,Lee County,AR,Arkansas
5079,Lincoln County,AR,Arkansas
5081,Little River County,AR,Arkansas
5083,Logan County,AR,Arkansas
5085,Lonoke County,AR,Arkansas
5087,Madison County,AR,Arkansas
5089,Marion County,AR,Arkansas
5091,Miller County,AR,Arkansas
5093,Mississippi County,AR,Arkansas
5095,Monroe County,AR,Arkansas
5097,Montgomery County,AR,Arkansas
5099,Nevada County,AR,Arkansas
5101,Newton County,AR,Arkansas
5103,Ouachita County,AR,Arkansas
5105,Perry County,AR,Arkansas
5107,Phillips County,AR,Arkansas
5109,Pike County,AR,Arkansas
5111,Poinsett County,AR,Arkansas
5113,Polk County,AR,Arkansas
5115,Pope County,AR,Arkansas
5117,Prairie County,AR,Arkansas
5119,Pulaski County,AR,Arkansas
5121,Randolph County,AR,Arkansas
5123,St. Francis County,AR,Arkansas
5125,Saline County,AR,Arkansas
5127,Scott County,AR,Arkansas
5129,Searcy County,AR,Arkansas
5131,Sebastian County,AR,Arkansas
5133,Sevier County,AR,Arkansas
5135,Sharp County,AR,Arkansas
5137,Stone County,AR,Arkansas
5139,Union County,AR,Arkansas
5141,Van Buren County,AR,Arkansas
5143,Washington County,AR,Arkansas
5145,White County,AR,Arkansas
5147,Woodruff County,AR,Arkansas
5149,Yell County,AR,Arkansas
6001,Alameda County,CA,California
6003,Alpine County,CA,California
6005,Amador County,CA,California
6007,Butte County,CA,California
6009,Calaveras County,CA,California
6011,Colusa County,CA,California
6013,Contra Costa County,CA,California
6015,Del Norte County,CA,California
6017,El Dorado County,CA,California
6019,Fresno County,CA,California
6021,Glenn County,CA,California
6023,Humboldt County,CA,California
6025,Imperial County,CA,California
6027,Inyo County,CA,California
6029,Kern County,CA,California
6031,Kings County,CA,California
6033,Lake County,CA,California
6035,Lassen County,CA,California
6037,Los Angeles County,CA,California
6039,Madera County,CA,California
6041,Marin County,CA,California
6043,Mariposa County,CA,California
6045,Mendocino County,CA,California
6047,Merced County,CA,California
6049,Modoc County,CA,California
6051,Mono County,CA,California
6053,Monterey County,CA,California
6055,Napa County,CA,California
6057,Nevada County,CA,California
6059,Orange County,CA,California
6061,Placer County,CA,California
6063,Plumas County,CA,California
6065,Riverside County,CA,California
6067,Sacramento County,CA,California
6069,San Benito County,CA,California
6071,San Bernardino County,CA,California
6073,San Diego County,CA,California
6075,San Francisco County,CA,California
6077,San Joaquin County,CA,California
6079,San Luis Obispo County,CA,California
6081,San Mateo County,CA,California
6083,Santa Barbara County,CA,California
6085,Santa Clara County,CA,California
6087,Santa Cruz County,CA,California
6089,Shasta County,CA,California
6091,Sierra County,CA,California
6093,Siskiyou County,CA,California
6095,Solano County,CA,California
6097,Sonoma County,CA,California
6099,Stanislaus County,CA,California
6101,Sutter County,CA,California
6103,Tehama County,CA,California
6105,Trinity County,CA,California
6107,Tulare County,CA,California
6109,Tuolumne County,CA,California
6111,Ventura County,CA,California
6113,Yolo County,CA,California
6115,Yuba County,CA,California
8001,Adams County,CO,Colorado
8003,Alamosa County,CO,Colorado
8005,Arapahoe County,CO,Colorado
8007,Archuleta County,CO,Colorado
8009,Baca County,CO,Colorado
8011,Bent County,CO,Colorado
8013,Boulder County,CO,Colorado
8014,Broomfield County,CO,Colorado
8015,Chaffee County,CO,Colorado
8017,Cheyenne County,CO,Colorado
8019,Clear Creek County,CO,Colorado
8021,Conejos County,CO,Colorado
8023,Costilla County,CO,Colorado
8025,Crowley County,CO,Colorado
8027,Custer County,CO,Colorado
8029,Delta County,CO,Colorado
8031,Denver County,CO,Colorado
8033,Dolores County,CO,Colorado
8035,Douglas County,CO,Colorado
8037,Eagle County,CO,Colorado
8039,Elbert County,CO,Colorado
8041,El Paso County,CO,Colorado
8043,Fremont County,CO,Colorado
8045,Garfield County,CO,Colorado
8047,Gilpin County,CO,Colorado
8049,Grand County,CO,Colorado
8051,Gunnison County,CO,Colorado
8053,Hinsdale County,CO,Colorado
8055,Huerfano County,CO,Colorado
8057,Jackson County,CO,Colorado
8059,Jefferson County,CO,Colorado
8061,Kiowa County,CO,Colorado
8063,Kit Carson County,CO,Colorado
8065,Lake County,CO,Colorado
8067,La Plata County,CO,Colorado
8069,Larimer County,CO,Colorado
8071,Las Animas County,CO,Colorado
8073,Lincoln County,CO,Colorado
8075,Logan County,CO,Colorado
8077,Mesa County,CO,Colorado
8079,Mineral County,CO,Colorado
8081,Moffat County,CO,Colorado
8083,Montezuma County,CO,Colorado
8085,Montrose County,CO,Colorado
8087,Morgan County,CO,Colorado
8089,Otero County,CO,Colorado
8091,Ouray County,CO,Colorado
8093,Park County,CO,Colorado
8095,Phillips County,CO,Colorado
8097,Pitkin County,CO,Colorado
8099,Prowers County,CO,Colorado
8101,Pueblo County,CO,Colorado
8103,Rio Blanco County,CO,Colorado
8105,Rio Grande County,CO,Colorado
8107,Routt County,CO,Colorado
8109,Saguache County,CO,Colorado
8111,San Juan County,CO,Colorado
8113,San Miguel County,CO,Colorado
8115,Sedgwick County,CO,Colorado
8117,Summit County,CO,Colorado
8119,Teller County,CO,Colorado
8121,Washington County,CO,Colorado
8123,Weld County,CO,Colorado
8125,Yuma County,CO,Colorado
9001,Fairfield County,CT,Connecticut
9003,Hartford County,CT,Connecticut
9005,Litchfield County,CT,Connecticut
9007,Middlesex County,CT,Connecticut
9009,New Haven County,CT,Connecticut
9011,New London County,CT,Connecticut
9013,Tolland County,CT,Connecticut
9015,Windham County,CT,Connecticut
10001,Kent County,DE,Delaware
10003,New Castle County,DE,Delaware
10005,Sussex County,DE,Delaware
11001,District of Columbia,DC,District of Columbia
12001,Alachua County,FL,Florida
12003,Baker County,FL,Florida
12005,Bay County,FL,Florida
12007,Bradford County,FL,Florida
12009,Brevard County,FL,Florida
12011,Broward County,FL,Florida
12013,Calhoun County,FL,Florida
12015,Charlotte County,FL,Florida
12017,Citrus County,FL,Florida
12019,Clay County,FL,Florida
12021,Collier County,FL,Florida
12023,Columbia County,FL,Florida
12027,DeSoto County,FL,Florida
12029,Dixie County,FL,Florida
12031,Duval County,FL,Florida
12033,Escambia County,FL,Florida
12035,Flagler County,FL,Florida
12037,Franklin County,FL,Florida
12039,Gadsden County,FL,Florida
12041,Gilchrist County,FL,Florida
12043,Glades County,FL,Florida
12045,Gulf County,FL,Florida
12047,Hamilton County,FL,Florida
12049,Hardee County,FL,Florida
12051,Hendry County,FL,Florida
12053,Hernando County,FL,Florida
12055,Highlands County,FL,Florida
12057,Hillsborough County,FL,Florida
12059,Holmes County,FL,Florida
12061,Indian River County,FL,Florida
12063,Jackson County,FL,Florida
12065,Jefferson County,FL,Florida
12067,Lafayette County,FL,Florida
12069,Lake County,FL,Florida
12071,Lee County,FL,Florida
12073,Leon County,FL,Florida
12075,Levy County,FL,Florida
12077,Liberty County,FL,Florida
12079,Madison County,FL,Florida
12081,Manatee County,FL,Florida
12083,Marion County,FL,Florida
12085,Martin County,FL,Florida
12086,Miami-Dade County,FL,Florida
12087,Monroe County,FL,Florida
12089,Nassau County,FL,Florida
12091,Okaloosa County,FL,Florida
12093,Okeechobee County,FL,Florida
12095,Orange County,FL,Florida
12097,Osceola County,FL,Florida
12099,Palm Beach County,FL,Florida
12101,Pasco County,FL,Florida
12103,Pinellas County,FL,Florida
12105,Polk County,FL,Florida
12107,Putnam County,FL,Florida
12109,St. Johns County,FL,Florida
12111,St. Lucie County,FL,Florida
12113,Santa Rosa County,FL,Florida
12115,Sarasota County,FL,Florida
12117,Seminole County,FL,Florida
12119,Sumter County,FL,Florida
12121,Suwannee County,FL,Florida
12123,Taylor County,FL,Florida
12125,Union County,FL,Florida
12127,Volusia County,FL,Florida
12129,Wakulla County,FL,Florida
12131,Walton County,FL,Florida
12133,Washington County,FL,Florida
13001,Appling County,GA,Georgia
13003,Atkinson County,GA,Georgia
13005,Bacon County,GA,Georgia
13007,Baker County,GA,Georgia
13009,Baldwin County,GA,Georgia
13011,Banks County,GA,Georgia
13013,Barrow County,GA,Georgia
13015,Bartow County,GA,Georgia
13017,Ben Hill County,GA,Georgia
13019,Berrien County,GA,Georgia
13021,Bibb County,GA,Georgia
13023,Bleckley County,GA,Georgia
13025,Brantley County,GA,Georgia
13027,Brooks County,GA,Georgia
13029,Bryan County,GA,Georgia
13031,Bulloch County,GA,Georgia
13033,Burke County,GA,Georgia
13035,Butts County,GA,Georgia
13037,Calhoun County,GA,Georgia
13039,Camden County,GA,Georgia
13043,Candler County,GA,Georgia
13045,Carroll County,GA,Georgia
13047,Catoosa County,GA,Georgia
13049,Charlton County,GA,Georgia
13051,Chatham County,GA,Georgia
13053,Chattahoochee County,GA,Georgia
13055,Chattooga County,GA,Georgia
13057,Cherokee County,GA,Georgia
13059,Clarke County,GA,Georgia
13061,Clay County,GA,Georgia
13063,Clayton County,GA,Georgia
13065,Clinch County,GA,Georgia
13067,Cobb County,GA,Georgia
13069,Coffee County,GA,Georgia
13071,Colquitt County,GA,Georgia
13073,Columbia County,GA,Georgia
13075,Cook County,GA,Georgia
13077,Coweta County,GA,Georgia
13079,Crawford County,GA,Georgia
13081,Crisp County,GA,Georgia
13083,Dade County,GA,Georgia
13085,Dawson County,GA,Georgia
13087,Decatur County,GA,Georgia
13089,DeKalb County,GA,Georgia
13091,Dodge County,GA,Georgia
13093,Dooly County,GA,Georgia
13095,Dougherty County,GA,Georgia
13097,Douglas County,GA,Georgia
13099,Early County,GA,Georgia
13101,Echols County,GA,Georgia
13103,Effingham County,GA,Georgia
13105,Elbert County,GA,Georgia
13107,Emanuel County,GA,Georgia
13109,Evans County,GA,Georgia
13111,Fannin County,GA,Georgia
13113,Fayette County,GA,Georgia
13115,Floyd County,GA,Georgia
13117,Forsyth County,GA,Georgia
13119,Franklin County,GA,Georgia
13121,Fulton County,GA,Georgia
13123,Gilmer County,GA,Georgia
13125,Glascock County,GA,Georgia
13127,Glynn County,GA,Georgia
13129,Gordon County,GA,Georgia
13131,Grady County,GA,Georgia
13133,Greene County,GA,Georgia
13135,Gwinnett County,GA,Georgia
13137,Habersham County,GA,Georgia
13139,Hall County,GA,Georgia
13141,Hancock County,GA,Georgia
13143,Haralson County,GA,Georgia
13145,Harris County,GA,Georgia
13147,Hart County,GA,Georgia
13149,Heard County,GA,Georgia
13151,Henry County,GA,Georgia
13153,Houston County,GA,Georgia
13155,Irwin County,GA,Georgia
13157,Jackson County,GA,Georgia
13159,Jasper County,GA,Georgia
13161,Jeff Davis County,GA,Georgia
13163,Jefferson County,GA,Georgia
13165,Jenkins County,GA,Georgia
13167,Johnson County,GA,Georgia
13169,Jones County,GA,Georgia
13171,Lamar County,GA,Georgia
13173,Lanier County,GA,Georgia
13175,Laurens County,GA,Georgia
13177,Lee County,GA,Georgia
13179,Liberty County,GA,Georgia
13181,Lincoln County,GA,Georgia
13183,Long County,GA,Georgia
13185,Lowndes County,GA,Georgia
13187,Lumpkin County,GA,Georgia
13189,McDuffie County,GA,Georgia
13191,McIntosh County,GA,Georgia
13193,Macon County,GA,Georgia
13195,Madison County,GA,Georgia
13197,Marion County,GA,Georgia
13199,Meriwether County,GA,Georgia
13201,Miller County,GA,Georgia
13205,Mitchell County,GA,Georgia
13207,Monroe County,GA,Georgia
13209,Montgomery County,GA,Georgia
13211,Morgan County,GA,Georgia
13213,Murray County,GA,Georgia
13215,Muscogee County,GA,Georgia
13217,Newton County,GA,Georgia
13219,Oconee County,GA,Georgia
13221,Oglethorpe County,GA,Georgia
13223,Paulding County,GA,Georgia
13225,Peach County,GA,Georgia
13227,Pickens County,GA,Georgia
13229,Pierce County,GA,Georgia
13231,Pike County,GA,Georgia
13233,Polk County,GA,Georgia
13235,Pulaski County,GA,Georgia
13237,Putnam County,GA,Georgia
13239,Quitman County,GA,Georgia
13241,Rabun County,GA,Georgia
13243,Randolph County,GA,Georgia
13245,Richmond County,GA,Georgia
13247,Rockdale County,GA,Georgia
13249,Schley County,GA,Georgia
13251,Screven County,GA,Georgia
13253,Seminole County,GA,Georgia
13255,Spalding County,GA,Georgia
13257,Stephens County,GA,Georgia
13259,Stewart County,GA,Georgia
13261,Sumter County,GA,Georgia
13263,Talbot County,GA,Georgia
13265,Taliaferro County,GA,Georgia
13267,Tattnall County,GA,Georgia
13269,Taylor County,GA,Georgia
13271,Telfair County,GA,Georgia
13273,Terrell County,GA,Georgia
13275,Thomas County,GA,Georgia
13277,Tift County,GA,Georgia
13279,Toombs County,GA,Georgia
13281,Towns County,GA,Georgia
13283,Treutlen County,GA,Georgia
13285,Troup County,GA,Georgia
13287,Turner County,GA,Georgia
13289,Twiggs County,GA,Georgia
13291,Union County,GA,Georgia
13293,Upson County,GA,Georgia
13295,Walker County,GA,Georgia
13297,Walton County,GA,Georgia
13299,Ware County,GA,Georgia
13301,Warren County,GA,Georgia
13303,Washington County,GA,Georgia
13305,Wayne County,GA,Georgia
13307,Webster County,GA,Georgia
13309,Wheeler County,GA,Georgia
13311,White County,GA,Georgia
13313,Whitfield County,GA,Georgia
13315,Wilcox County,GA,Georgia
13317,Wilkes County,GA,Georgia
13319,Wilkinson County,GA,Georgia
13321,Worth County,GA,Georgia
15001,Hawaii County,HI,Hawaii
15003,Honolulu County,HI,Hawaii
15005,Kalawao County,HI,Hawaii
15007,Kauai County,HI,Hawaii
15009,Maui County,HI,Hawaii
16001,Ada County,ID,Idaho
16003,Adams County,ID,Idaho
16005,Bannock County,ID,Idaho
16007,Bear Lake County,ID,Idaho
16009,Benewah County,ID,Idaho
16011,Bingham County,ID,Idaho
16013,Blaine County,ID,Idaho
16015,Boise County,ID,Idaho
16017,Bonner County,ID,Idaho
16019,Bonneville County,ID,Idaho
16021,Boundary County,ID,Idaho
16023,Butte County,ID,Idaho
16025,Camas County,ID,Idaho
16027,Canyon County,ID,Idaho
16029,Caribou County,ID,Idaho
16031,Cassia County,ID,Idaho
16033,Clark County,ID,Idaho
16035,Clearwater County,ID,Idaho
16037,Custer County,ID,Idaho
16039,Elmore County,ID,Idaho
16041,Franklin County,ID,Idaho
16043,Fremont County,ID,Idaho
16045,Gem County,ID,Idaho
16047,Gooding County,ID,Idaho
16049,Idaho County,ID,Idaho
16051,Jefferson County,ID,Idaho
16053,Jerome County,ID,Idaho
16055,Kootenai County,ID,Idaho
16057,Latah County,ID,Idaho
16059,Lemhi County,ID,Idaho
16061,Lewis County,ID,Idaho
16063,Lincoln County,ID,Idaho
16065,Madison County,ID,Idaho
16067,Minidoka County,ID,Idaho
16069,Nez Perce County,ID,Idaho
16071,Oneida County,ID,Idaho
16073,Owyhee County,ID,Idaho
16075,Payette County,ID,Idaho
16077,Power County,ID,Idaho
16079,Shoshone County,ID,Idaho
16081,Teton County,ID,Idaho
16083,Twin Falls County,ID,Idaho
16085,Valley County,ID,Idaho
16087,Washington County,ID,Idaho
17001,Adams County,IL,Illinois
17003,Alexander County,IL,Illinois
17005,Bond County,IL,Illinois
17007,Boone County,IL,Illinois
17009,Brown County,IL,Illinois
17011,Bureau County,IL,Illinois
17013,Calhoun County,IL,Illinois
17015,Carroll County,IL,Illinois
17017,Cass County,IL,Illinois
17019,Champaign County,IL,Illinois
17021,Christian County,IL,Illinois
17023,Clark County,IL,Illinois
17025,Clay County,IL,Illinois
17027,Clinton County,IL,Illinois
17029,Coles County,IL,Illinois
17031,Cook County,IL,Illinois
17033,Crawford County,IL,Illinois
17035,Cumberland County,IL,Illinois
17037,DeKalb County,IL,Illinois
17039,De Witt County,IL,Illinois
17041,Douglas County,IL,Illinois
17043,DuPage County,IL,Illinois
17045,Edgar County,IL,Illinois
17047,Edwards County,IL,Illinois
17049,Effingham County,IL,Illinois
17051,Fayette County,IL,Illinois
17053,Ford County,IL,Illinois
17055,Franklin County,IL,Illinois
17057,Fulton County,IL,Illinois
17059,Gallatin County,IL,Illinois
17061,Greene County,IL,Illinois
17063,Grundy County,IL,Illinois
17065,Hamilton County,IL,Illinois
17067,Hancock County,IL,Illinois
17069,Hardin County,IL,Illinois
17071,Henderson County,IL,Illinois
17073,Henry County,IL,Illinois
17075,Iroquois County,IL,Illinois
17077,Jackson County,IL,Illinois
17079,Jasper County,IL,Illinois
17081,Jefferson County,IL,Illinois
17083,Jersey County,IL,Illinois
17085,Jo Daviess County,IL,Illinois
17087,Johnson County,IL,Illinois
17089,Kane County,IL,Illinois
17091,Kankakee County,IL,Illinois
17093,Kendall County,IL,Illinois
17095,Knox County,IL,Illinois
17097,Lake County,IL,Illinois
17099,LaSalle County,IL,Illinois
17101,Lawrence County,IL,Illinois
17103,Lee County,IL,Illinois
17105,Livingston County,IL,Illinois
17107,Logan County,IL,Illinois
17109,McDonough County,IL,Illinois
17111,McHenry County,IL,Illinois
17113,McLean County,IL,Illinois
17115,Macon County,IL,Illinois
17117,Macoupin County,IL,Illinois
17119,Madison County,IL,Illinois
17121,Marion County,IL,Illinois
17123,Marshall County,IL,Illinois
17125,Mason County,IL,Illinois
17127,Massac County,IL,Illinois
17129,Menard County,IL,Illinois
17131,Mercer County,IL,Illinois
17133,Monroe County,IL,Illinois
17135,Montgomery County,IL,Illinois
17137,Morgan County,IL,Illinois
17139,Moultrie County,IL,Illinois
17141,Ogle County,IL,Illinois
17143,Peoria County,IL,Illinois
17145,Perry County,IL,Illinois
17147,Piatt County,IL,Illinois
17149,Pike County,IL,Illinois
17151,Pope County,IL,Illinois
17153,Pulaski County,IL,Illinois
17155,Putnam County,IL,Illinois
17157,Randolph County,IL,Illinois
17159,Richland County,IL,Illinois
17161,Rock Island County,IL,Illinois
17163,St. Clair County,IL,Illinois
17165,Saline County,IL,Illinois
17167,Sangamon County,IL,Illinois
17169,Schuyler County,IL,Illinois
17171,Scott County,IL,Illinois
17173,Shelby County,IL,Illinois
17175,Stark County,IL,Illinois
17177,Stephenson County,IL,Illinois
17179,Tazewell County,IL,Illinois
17181,Union County,IL,Illinois
17183,Vermilion County,IL,Illinois
17185,Wabash County,IL,Illinois
17187,Warren County,IL,Illinois
17189,Washington County,IL,Illinois
17191,Wayne County,IL,Illinois
17193,White County,IL,Illinois
17195,Whiteside County,IL,Illinois
17197,Will County,IL,Illinois
17199,Williamson County,IL,Illinois
17201,Winnebago County,IL,Illinois
17203,Woodford County,IL,Illinois
18001,Adams County,IN,Indiana
18003,Allen County,IN,Indiana
18005,Bartholomew County,IN,Indiana
18007,Benton County,IN,Indiana
18009,Blackford County,IN,Indiana
18011,Boone County,IN,Indiana
18013,Brown County,IN,Indiana
18015,Carroll County,IN,Indiana
18017,Cass County,IN,Indiana
18019,Clark County,IN,Indiana
18021,Clay County,IN,Indiana
18023,Clinton County,IN,Indiana
18025,Crawford County,IN,Indiana
18027,Daviess County,IN,Indiana
18029,Dearborn County,IN,Indiana
18031,Decatur County,IN,Indiana
18033,DeKalb County,IN,Indiana
18035,Delaware County,IN,Indiana
18037,Dubois County,IN,Indiana
18039,Elkhart County,IN,Indiana
18041,Fayette County,IN,Indiana
18043,Floyd County,IN,Indiana
18045,Fountain County,IN,Indiana
18047,Franklin County,IN,Indiana
18049,Fulton County,IN,Indiana
18051,Gibson County,IN,Indiana
18053,Grant County,IN,Indiana
18055,Greene County,IN,Indiana
18057,Hamilton County,IN,Indiana
18059,Hancock County,IN,Indiana
18061,Harrison County,IN,Indiana
18063,Hendricks County,IN,Indiana
18065,Henry County,IN,Indiana
18067,Howard County,IN,Indiana
18069,Huntington County,IN,Indiana
18071,Jackson County,IN,Indiana
18073,Jasper County,IN,Indiana
18075,Jay County,IN,Indiana
18077,Jefferson County,IN,Indiana
18079,Jennings County,IN,Indiana
18081,Johnson County,IN,Indiana
18083,Knox County,IN,Indiana
18085,Kosciusko County,IN,Indiana
18087,LaGrange County,IN,Indiana
18089,Lake County,IN,Indiana
18091,LaPorte County,IN,Indiana
18093,Lawrence County,IN,Indiana
18095,Madison County,IN,Indiana
18097,Marion County,IN,Indiana
18099,Marshall County,IN,Indiana
18101,Martin County,IN,Indiana
18103,Miami County,IN,Indiana
18105,Monroe County,IN,Indiana
18107,Montgomery County,IN,Indiana
18109,Morgan County,IN,Indiana
18111,Newton County,IN,Indiana
18113,Noble County,IN,Indiana
18115,Ohio County,IN,Indiana
18117,Orange County,IN,Indiana
18119,Owen County,IN,Indiana
18121,Parke County,IN,Indiana
18123,Perry County,IN,Indiana
18125,Pike County,IN,Indiana
18127,Porter County,IN,Indiana
18129,Posey County,IN,Indiana
18131,Pulaski County,IN,Indiana
18133,Putnam County,IN,Indiana
18135,Randolph County,IN,Indiana
18137,Ripley County,IN,Indiana
18139,Rush County,IN,Indiana
18141,St. Joseph County,IN,Indiana
18143,Scott County,IN,Indiana
18145,Shelby County,IN,Indiana
18147,Spencer County,IN,Indiana
18149,Starke County,IN,Indiana
18151,Steuben County,IN,Indiana
18153,Sullivan County,IN,Indiana
18155,Switzerland County,IN,Indiana
18157,Tippecanoe County,IN,Indiana
18159,Tipton County,IN,Indiana
18161,Union County,IN,Indiana
18163,Vanderburgh County,IN,Indiana
18165,Vermillion County,IN,Indiana
18167,Vigo County,IN,Indiana
18169,Wabash County,IN,Indiana
18171,Warren County,IN,Indiana
18173,Warrick County,IN,Indiana
18175,Washington County,IN,Indiana
18177,Wayne County,IN,Indiana
18179,Wells County,IN,Indiana
18181,White County,IN,Indiana
18183,Whitley County,IN,Indiana
19001,Adair County,IA,Iowa
19003,Adams County,IA,Iowa
19005,Allamakee County,IA,Iowa
19007,Appanoose County,IA,Iowa
19009,Audubon County,IA,Iowa
19011,Benton County,IA,Iowa
19013,Black Hawk County,IA,Iowa
19015,Boone County,IA,Iowa
19017,Bremer County,IA,Iowa
19019,Buchanan County,IA,Iowa
19021,Buena Vista County,IA,Iowa
19023,Butler County,IA,Iowa
19025,Calhoun County,IA,Iowa
19027,Carroll County,IA,Iowa
19029,Cass County,IA,Iowa
19031,Cedar County,IA,Iowa
19033,Cerro Gordo County,IA,Iowa
19035,Cherokee County,IA,Iowa
19037,Chickasaw County,IA,Iowa
19039,Clarke County,IA,Iowa
19041,Clay County,IA,Iowa
19043,Clayton County,IA,Iowa
19045,Clinton County,IA,Iowa
19047,Crawford County,IA,Iowa
19049,Dallas County,IA,Iowa
19051,Davis County,IA,Iowa
19053,Decatur County,IA,Iowa
19055,Delaware County,IA,Iowa
19057,Des Moines County,IA,Iowa
19059,Dickinson County,IA,Iowa
19061,Dubuque County,IA,Iowa
19063,Emmet County,IA,Iowa
19065,Fayette County,IA,Iowa
19067,Floyd County,IA,Iowa
19069,Franklin County,IA,Iowa
19071,Fremont County,IA,Iowa
19073,Greene County,IA,Iowa
19075,Grundy County,IA,Iowa
19077,Guthrie County,IA,Iowa
19079,Hamilton County,IA,Iowa
19081,Hancock County,IA,Iowa
19083,Hardin County,IA,Iowa
19085,Harrison County,IA,Iowa
19087,Henry County,IA,Iowa
19089,Howard County,IA,Iowa
19091,Humboldt County,IA,Iowa
19093,Ida County,IA,Iowa
19095,Iowa County,IA,Iowa
19097,Jackson County,IA,Iowa
